"gene_id","accession"
"207","NM_001014432"
"207","NM_005163"
"207","NP_001014431"
"207","NP_001014432"
"207","NP_005154"
"208","NM_001243027"
"208","NM_001243028"
"208","NM_001626"
"208","NP_001229956"
"208","NP_001229957"
"208","NP_001617"
"210","NM_000031"
"210","NM_001003945"
"210","NP_000022"
"211","NM_000688"
"211","NM_199166"
"211","NP_000679"
"211","NP_954635"
"212","NM_000032"
"212","NM_001037967"
"212","NM_001037968"
"212","NM_001037969"
"212","NP_000023"
"212","NP_001033056"
"212","NP_001033057"
"213","NM_000477"
"213","NP_000468"
"214","NM_001243280"
"214","NM_001243281"
"214","NM_001243283"
"214","NM_001627"
"214","NP_001230209"
"214","NP_001230210"
"214","NP_001230212"
"214","NP_001618"
"215","NM_000033"
"215","NP_000024"
"216","NM_000689"
"216","NP_000680"
"217","NM_000690"
"217","NM_001204889"
"217","NP_000681"
"217","NP_001191818"
"218","NM_000691"
"218","NM_001135167"
"218","NM_001135168"
"218","NP_000682"
"218","NP_001128639"
"218","NP_001128640"
"219","NM_000692"
"219","NP_000683"
"220","NM_000693"
"220","NP_000684"
"221","NM_000694"
"221","NM_001030010"
"221","NM_001161473"
"221","NP_000685"
"221","NP_001025181"
"221","NP_001154945"
"222","NM_000695"
"222","NM_001031615"
"222","NP_000686"
"222","NP_001026786"
"223","NM_000696"
"223","NP_000687"
"224","NM_000382"
"224","NM_001031806"
"224","NP_000373"
"224","NP_001026976"
"225","NM_005164"
"225","NP_005155"
"226","NM_000034"
"226","NM_001127617"
"226","NM_001243175"
"226","NM_001243177"
"226","NM_184041"
"226","NM_184043"
"226","NP_000025"
"226","NP_001121089"
"226","NP_001230106"
"226","NP_908930"
"226","NP_908932"
"229","NM_000035"
"229","NP_000026"
"230","NM_005165"
"230","NP_005156"
"231","NM_001628"
"231","NP_001619"
"238","NM_004304"
"238","NP_004295"
"239","NM_000697"
"239","NP_000688"
"240","NM_000698"
"240","NM_001256153"
"240","NM_001256154"
"240","NP_000689"
"240","NP_001243082"
"240","NP_001243083"
"241","NM_001204406"
"241","NM_001629"
"241","NP_001191335"
"241","NP_001620"
"242","NM_001139"
"242","NP_001130"
"244","NM_001039801"
"244","NM_001630"
"244","NP_001621"
"245","NR_002710"
"246","NM_001140"
"246","NP_001131"
"247","NM_001039130"
"247","NM_001039131"
"247","NM_001141"
"247","NP_001034219"
"247","NP_001034220"
"247","NP_001132"
"248","NM_001631"
"248","NP_001622"
"249","NM_000478"
"249","NM_001127501"
"249","NM_001177520"
"249","NP_000469"
"249","NP_001120973"
"249","NP_001170991"
"250","NM_001632"
"250","NP_001623"
"251","NM_031313"
"251","NP_112603"
"257","NM_006492"
"257","NP_006483"
"258","NM_016519"
"258","NP_057603"
"259","NM_001633"
"259","NP_001624"
"262","NM_001033059"
"262","NM_001634"
"262","NP_001028231"
"262","NP_001625"
"265","NM_001142"
"265","NM_182680"
"265","NM_182681"
"265","NP_001133"
"265","NP_872621"
"265","NP_872622"
"266","NM_001143"
"266","NP_001134"
"267","NM_001144"
"267","NM_138958"
"267","NP_001135"
"268","NM_000479"
"268","NP_000470"
"269","NM_001164690"
"269","NM_001164691"
"269","NM_020547"
"269","NP_001158162"
"269","NP_001158163"
"269","NP_065434"
"270","NM_000036"
"270","NM_001172626"
"270","NP_000027"
"270","NP_001166097"
"271","NM_001257360"
"271","NM_001257361"
"271","NM_004037"
"271","NM_139156"
"271","NM_203404"
"271","NP_001244289"
"271","NP_001244290"
"271","NP_004028"
"271","NP_631895"
"271","NP_981949"
"272","NM_000480"
"272","NM_001025389"
"272","NM_001025390"
"272","NM_001172430"
"272","NM_001172431"
"272","NP_000471"
"272","NP_001020560"
"272","NP_001020561"
"272","NP_001165901"
"272","NP_001165902"
"273","NM_001635"
"273","NM_139316"
"273","NP_001626"
"273","NP_647477"
"274","NM_004305"
"274","NM_139343"
"274","NM_139344"
"274","NM_139345"
"274","NM_139346"
"274","NM_139347"
"274","NM_139348"
"274","NM_139349"
"274","NM_139350"
"274","NM_139351"
"274","NP_004296"
"274","NP_647593"
"274","NP_647594"
"274","NP_647595"
"274","NP_647596"
"274","NP_647597"
"274","NP_647598"
"274","NP_647599"
"274","NP_647600"
"274","NP_647601"
"275","NM_000481"
"275","NM_001164710"
"275","NM_001164711"
"275","NM_001164712"
"275","NP_000472"
"275","NP_001158182"
"275","NP_001158183"
"275","NP_001158184"
"275","NR_028435"
"276","NM_001008221"
"276","NM_004038"
"276","NP_001008222"
"276","NP_004029"
"277","NM_001008218"
"277","NP_001008219"
"278","NM_001008219"
"278","NP_001008220"
"279","NM_000699"
"279","NP_000690"
"280","NM_020978"
"280","NP_066188"
"283","NM_001097577"
"283","NM_001145"
"283","NP_001091046"
"283","NP_001136"
"284","NM_001146"
"284","NM_001199859"
"284","NM_139290"
"284","NP_001137"
"284","NP_001186788"
"285","NM_001118887"
"285","NM_001118888"
"285","NM_001147"
"285","NP_001112359"
"285","NP_001112360"
"285","NP_001138"
"286","NM_000037"
"286","NM_001142445"
"286","NM_001142446"
"286","NM_020475"
"286","NM_020476"
"286","NM_020477"
"286","NM_020478"
"286","NM_020479"
"286","NM_020480"
"286","NM_020481"
"286","NP_000028"
"286","NP_001135917"
"286","NP_001135918"
"286","NP_065208"
"286","NP_065209"
"286","NP_065210"
"286","NP_065211"
"286","NP_065213"
"287","NM_001127493"
"287","NM_001148"
"287","NM_020977"
"287","NP_001120965"
"287","NP_001139"
"287","NP_066187"
"288","NM_001149"
"288","NM_001204403"
"288","NM_001204404"
"288","NM_020987"
"288","NP_001140"
"288","NP_001191332"
"288","NP_001191333"
"288","NP_066267"
"290","NM_001150"
"290","NP_001141"
"291","NM_001151"
"291","NP_001142"
"292","NM_001152"
"292","NP_001143"
"293","NM_001636"
"293","NP_001627"
"301","NM_000700"
"301","NP_000691"
"302","NM_001002857"
"302","NM_001002858"
"302","NM_001136015"
"302","NM_004039"
"302","NP_001002857"
"302","NP_001002858"
"302","NP_001129487"
"302","NP_004030"
"303","NR_001562"
"304","NR_003573"
"305","NR_001446"
"306","NM_005139"
"306","NP_005130"
"307","NM_001153"
