"gene_id","accession"
"11907","NM_013799"
"11907","NP_001025066"
"11907","NP_001129526"
"11907","NP_038827"
"11908","NM_007497"
"11908","NP_031523"
"11909","NM_001025093"
"11909","NM_009715"
"11909","NP_001020264"
"11909","NP_033845"
"11910","NM_007498"
"11910","NP_031524"
"11911","NM_009716"
"11911","NP_033846"
"11920","NM_007499"
"11920","NP_031525"
"11921","NM_007500"
"11921","NP_031526"
"11922","NM_009717"
"11922","NP_033847"
"11923","NM_007501"
"11923","NP_031527"
"11924","NM_009718"
"11924","NP_033848"
"11925","NM_009719"
"11925","NP_033849"
"11927","NM_009720"
"11927","NP_033850"
"11928","NM_144900"
"11928","NP_659149"
"11931","NM_009721"
"11931","NP_033851"
"11932","NM_013415"
"11932","NP_038201"
"11933","NM_007502"
"11933","NP_031528"
"11936","NM_007503"
"11936","NM_052823"
"11936","NP_031529"
"11936","NP_439888"
"11936","NR_028499"
"11937","NM_007504"
"11937","NP_031530"
"11938","NM_001110140"
"11938","NM_009722"
"11938","NP_001103610"
"11938","NP_033852"
"11938","NR_027838"
"11941","NM_001036684"
"11941","NM_009723"
"11941","NP_001031761"
"11941","NP_033853"
"11944","NM_018731"
"11944","NP_061201"
"11945","NM_009724"
"11945","NP_033854"
"11946","NM_007505"
"11946","NP_031531"
"11947","NM_016774"
"11947","NP_058054"
"11949","NM_001112738"
"11949","NM_020615"
"11949","NP_001106209"
"11949","NP_065640"
"11950","NM_009725"
"11950","NP_033855"
"11951","NM_001161419"
"11951","NM_007506"
"11951","NP_001154891"
"11951","NP_031532"
"11957","NM_016755"
"11957","NP_058035"
"11958","NM_007507"
"11958","NP_031533"
"11964","NM_007508"
"11964","NP_031534"
"11966","NM_007509"
"11966","NP_031535"
"11972","NM_013477"
"11972","NP_038505"
"11973","NM_007510"
"11973","NP_031536"
"11974","NM_025272"
"11974","NP_079548"
"11975","NM_001243049"
"11975","NM_001243050"
"11975","NM_001243051"
"11975","NM_016920"
"11975","NP_001229978"
"11975","NP_001229979"
"11975","NP_001229980"
"11975","NP_058616"
"11977","NM_001109757"
"11977","NM_009726"
"11977","NP_001103227"
"11977","NP_033856"
"11979","NM_007511"
"11979","NP_031537"
"11980","NM_001038999"
"11980","NM_009727"
"11980","NP_001034088"
"11980","NP_033857"
"11981","NM_015731"
"11981","NP_056546"
"11982","NM_009728"
"11982","NP_033858"
"11983","NM_007512"
"11983","NP_031538"
"11984","NM_009729"
"11984","NP_033859"
"11987","NM_007513"
"11987","NP_031539"
"11988","NM_001044740"
"11988","NM_007514"
"11988","NP_001038205"
"11988","NP_031540"
"11989","NM_007515"
"11989","NP_031541"
"11990","NM_009730"
"11990","NP_033860"
"11991","NM_001077265"
"11991","NM_001077266"
"11991","NM_001077267"
"11991","NM_007516"
"11991","NP_001070733"
"11991","NP_001070734"
"11991","NP_001070735"
"11991","NP_031542"
"11992","NM_016709"
"11992","NP_057918"
"11993","NM_001025446"
"11993","NM_007517"
"11993","NP_031543"
"11994","NM_001142735"
"11994","NM_001142736"
"11994","NM_001142737"
"11994","NM_001142738"
"11994","NM_001142739"
"11994","NM_001142740"
"11994","NM_001142741"
"11994","NM_001142742"
"11994","NM_001142743"
"11994","NM_001142746"
"11994","NM_001142747"
"11994","NM_001142748"
"11994","NM_001142760"
"11994","NM_023115"
"11994","NP_001136207"
"11994","NP_001136208"
"11994","NP_001136209"
"11994","NP_001136210"
"11994","NP_001136211"
"11994","NP_001136212"
"11994","NP_001136213"
"11994","NP_001136214"
"11994","NP_001136215"
"11994","NP_001136218"
"11994","NP_001136219"
"11994","NP_001136220"
"11994","NP_001136232"
"11994","NP_075604"
"11997","NM_009731"
"11997","NP_033861"
"11998","NM_009732"
"11998","NP_033862"
"12000","NM_019404"
"12000","NP_062277"
"12005","NM_001159598"
"12005","NM_009733"
"12005","NP_001153070"
"12005","NP_033863"
"12006","NM_015732"
"12006","NP_056547"
"12007","NM_013478"
"12007","NP_038506"
"12009","NM_009734"
"12009","NP_033864"
"12010","NM_009735"
"12010","NP_033865"
"12012","NM_007519"
"12012","NP_031545"
"12013","NM_007520"
"12013","NP_031546"
"12014","NM_001109661"
"12014","NM_007521"
"12014","NP_001103131"
"12015","NM_007522"
"12015","NP_031548"
"12017","NM_001171739"
"12017","NM_009736"
"12017","NP_001165210"
"12017","NP_033866"
"12018","NM_007523"
"12018","NP_031549"
"12020","NM_007524"
"12020","NP_031550"
"12021","NM_007525"
"12021","NP_031551"
"12022","NM_007526"
"12022","NP_031552"
"12023","NM_013800"
"12023","NP_038828"
"12028","NM_007527"
"12028","NP_031553"
"12029","NM_007528"
"12029","NP_031554"
"12031","NR_033762"
"12032","NM_001109758"
"12032","NM_007529"
"12032","NP_001103228"
"12032","NP_031555"
"12033","NM_001164090"
"12033","NM_007530"
"12033","NP_001157562"
"12033","NP_031556"
"12034","NM_007531"
"12034","NP_031557"
"12035","NM_001024468"
"12035","NM_007532"
"12035","NP_001019639"
"12035","NP_031558"
"12036","NM_001243052"
"12036","NM_001243053"
"12036","NM_009737"
"12036","NP_001229981"
"12036","NP_001229982"
"12036","NP_033867"
"12038","NM_009738"
"12038","NP_033868"
"12039","NM_007533"
"12039","NP_031559"
"12040","NM_199195"
"12040","NP_954665"
"12041","NM_009739"
"12041","NP_033869"
"12042","NM_009740"
"12042","NP_033870"
"12043","NM_009741"
"12043","NM_177410"
"12043","NP_033871"
"12043","NP_803129"
"12044","NM_009742"
"12044","NP_033872"
"12045","NM_007534"
"12045","NP_031560"
"12046","NM_007535"
"12046","NP_031561"
"12047","NM_007536"
"12047","NP_031562"
"12048","NM_009743"
"12048","NP_033873"
"12049","NM_013479"
"12049","NP_038507"
"12050","NM_007537"
"12050","NP_031563"
"12051","NM_033601"
"12051","NP_291079"
"12053","NM_009744"
"12053","NP_033874"
"12054","NM_009745"
"12054","NP_033875"
"12055","NM_009746"
"12055","NP_033876"
"12057","NM_007538"
"12057","NP_031564"
"12061","NM_007539"
"12061","NP_031565"
"12062","NM_009747"
"12062","NP_033877"
"12064","NM_001048139"
"12064","NM_001048141"
"12064","NM_001048142"
"12064","NM_007540"
"12064","NP_001041604"
"12064","NP_001041606"
"12064","NP_001041607"
"12064","NP_031566"
"12068","NM_009748"
"12068","NP_033878"
"12069","NM_009749"
"12069","NP_033879"
"12070","NM_001110233"
"12070","NM_001110234"
"12070","NM_009750"
"12070","NP_001103703"
"12070","NP_001103704"
"12070","NP_033880"
"12075","NM_009751"
"12075","NP_033881"
"12091","NM_009752"
"12091","NP_033882"
"12095","NM_031368"
"12095","NP_112736"
"12096","NM_001037939"
"12096","NM_007541"
"12096","NP_001033028"
"12096","NP_031567"
"12097","NM_001032298"
"12097","NP_001027469"
"12111","NM_007542"
"12111","NP_031568"
"12116","NM_016668"
"12116","NP_057877"
"12121","NM_001112796"
"12121","NM_009753"
"12121","NP_001106267"
"12121","NP_033883"
"12122","NM_007544"
"12122","NP_031570"
"12123","NM_007545"
"12123","NP_031571"
"12124","NM_007546"
"12124","NP_031572"
"12125","NM_009754"
"12125","NM_207680"
"12125","NM_207681"
"12125","NP_033884"
"12125","NP_997563"
"12125","NP_997564"
"12140","NM_021272"
"12140","NP_067247"
"12142","NM_007548"
"12142","NP_031574"
"12143","NM_007549"
"12143","NP_031575"
"12144","NM_001042527"
"12144","NM_007550"
"12144","NP_001035992"
"12144","NP_031576"
"12145","NM_007551"
"12145","NP_031577"
"12151","NM_007552"
"12151","NP_031578"
"12153","NM_009755"
"12153","NP_033885"
"12153","NR_033241"
"12154","NM_009756"
"12154","NP_033886"
"12155","NM_009757"
"12155","NP_033887"
"12156","NM_007553"
"12156","NP_031579"
"12159","NM_007554"
"12159","NP_031580"
"12160","NM_007555"
"12160","NP_031581"
"12161","NM_007556"
"12161","NP_031582"
"12162","NM_007557"
"12162","NP_031583"
"12163","NM_001256019"
"12163","NM_007558"
"12163","NP_001242948"
"12163","NP_031584"
"12164","NM_007559"
"12164","NP_031585"
"12165","NM_019506"
"12165","NP_062379"
"12166","NM_009758"
"12166","NP_033888"
"12167","NM_007560"
"12167","NP_031586"
"12168","NM_007561"
"12168","NP_031587"
"12169","NM_009759"
"12169","NP_033889"
"12173","NM_007562"
"12173","NP_031588"
"12175","NM_001008238"
"12175","NM_016787"
"12175","NP_001008239"
"12175","NP_058067"
"12176","NM_009760"
"12176","NP_033890"
"12177","NM_009761"
"12177","NP_033891"
"12180","NM_001160127"
"12180","NM_009762"
"12180","NP_001153599"
"12180","NP_033892"
"12181","NM_013481"
"12181","NP_038509"
"12182","NM_009763"
"12182","NP_033893"
"12183","NM_007563"
"12183","NP_031589"
"12189","NM_009764"
"12189","NP_033894"
"12190","NM_001081001"
"12190","NM_009765"
"12190","NP_001074470"
"12190","NP_033895"
"12192","NM_007564"
"12192","NP_031590"
"12193","NM_001001806"
"12193","NP_001001806"
"12209","NM_009766"
"12209","NP_033896"
"12211","NM_007566"
"12211","NP_031592"
