"gene_id","accession"
"24715","NP_036774"
"24716","NM_001110099"
"24716","NM_012643"
"24716","NP_001103569"
"24716","NP_036775"
"24717","NM_033441"
"24717","NP_254276"
"24718","NM_080394"
"24718","NP_536319"
"24720","NR_033176"
"24723","NR_046239"
"24737","NM_012645"
"24737","NP_036777"
"24737","XM_003754673"
"24737","XP_003754721"
"24747","NM_022921"
"24747","NP_075210"
"24748","NM_012646"
"24748","NP_036778"
"24750","NM_001008855"
"24750","NP_001008855"
"24751","NM_001008856"
"24751","NP_001008856"
"24763","NM_033231"
"24763","NP_150234"
"24765","NM_022669"
"24765","NP_073160"
"24766","NM_012647"
"24766","NP_036779"
"24767","NM_012648"
"24767","NP_036780"
"24768","NM_017046"
"24768","NP_058742"
"24769","NM_022670"
"24769","NP_073161"
"24770","NM_031530"
"24770","NP_113718"
"24771","NM_012649"
"24771","NP_036781"
"24772","NM_001033882"
"24772","NM_001033883"
"24772","NM_022177"
"24772","NP_001029054"
"24772","NP_001029055"
"24772","NP_071513"
"24773","NM_001270645"
"24773","NM_001270647"
"24773","NM_017329"
"24773","NP_001257574"
"24773","NP_001257576"
"24773","NP_059025"
"24775","NM_012650"
"24775","NP_036782"
"24777","NM_017047"
"24777","NP_058743"
"24778","NM_138827"
"24778","NP_620182"
"24779","NM_012651"
"24779","NP_036783"
"24780","NM_017048"
"24780","NP_058744"
"24781","NM_017049"
"24781","NP_058745"
"24782","NM_012652"
"24782","NP_036784"
"24783","NM_001113335"
"24783","NM_012653"
"24783","NP_001106806"
"24783","NP_036785"
"24784","NM_012654"
"24784","NP_036786"
"24785","NM_173098"
"24785","NP_775121"
"24786","NM_017050"
"24786","NP_058746"
"24787","NM_017051"
"24787","NP_058747"
"24788","NM_017052"
"24788","NP_058748"
"24790","NM_012655"
"24790","NP_036787"
"24791","NM_012656"
"24791","NP_036788"
"24792","NM_001270659"
"24792","NM_030656"
"24792","NP_001257588"
"24792","NP_085914"
"24794","NM_012657"
"24794","NP_036789"
"24795","NM_031531"
"24795","NP_113719"
"24796","NM_001271086"
"24796","NP_001258015"
"24796","XM_001080140"
"24796","XM_003748989"
"24796","XM_003753337"
"24796","XM_344964"
"24796","XP_001080140"
"24796","XP_003749037"
"24796","XP_003753385"
"24796","XP_344965"
"24797","NM_012659"
"24797","NP_036791"
"24799","NM_012660"
"24799","NP_036792"
"24800","NM_012661"
"24800","NP_036793"
"24802","NM_012662"
"24802","NP_036794"
"24803","NM_012663"
"24803","NP_036795"
"24804","NM_012664"
"24804","NP_036796"
"24805","NM_012665"
"24805","NP_036797"
"24806","NM_001124768"
"24806","NM_001124769"
"24806","NM_001124770"
"24806","NM_012666"
"24806","NP_001118240"
"24806","NP_001118241"
"24806","NP_001118242"
"24806","NP_036798"
"24807","NM_012667"
"24807","NP_036799"
"24807","XM_003749783"
"24807","XM_003753911"
"24807","XP_003749831"
"24807","XP_003753959"
"24808","NM_017053"
"24808","NP_058749"
"24811","NM_032055"
"24811","NP_114444"
"24812","NM_032056"
"24812","NP_114445"
"24812","XM_003751929"
"24812","XP_003751977"
"24813","NM_012668"
"24813","NP_036800"
"24816","NM_017054"
"24816","NP_058750"
"24817","NM_012669"
"24817","NP_036801"
"24818","NM_012670"
"24818","NP_036802"
"24822","NM_019381"
"24822","NP_062254"
"24825","NM_001013110"
"24825","NP_001013128"
"24826","NM_001270783"
"24826","NM_001270784"
"24826","NM_030988"
"24826","NP_001257712"
"24826","NP_001257713"
"24826","NP_112250"
"24827","NM_012671"
"24827","NP_036803"
"24828","NM_021839"
"24828","NP_068611"
"24829","NM_022643"
"24829","NP_072169"
"24831","NM_001270854"
"24831","NM_012672"
"24831","NP_001257783"
"24831","NP_036804"
"24832","NM_012673"
"24832","NP_036805"
"24833","NM_012674"
"24833","NP_036806"
"24834","NM_052800"
"24834","NP_434687"
"24835","NM_012675"
"24835","NP_036807"
"24837","NM_012676"
"24837","NP_036808"
"24838","NM_001270664"
"24838","NM_001270665"
"24838","NM_001270666"
"24838","NM_001270668"
"24838","NM_001270670"
"24838","NM_001270671"
"24838","NM_001270672"
"24838","NM_001270673"
"24838","NM_001270675"
"24838","NM_001270676"
"24838","NM_001270677"
"24838","NM_001270678"
"24838","NM_031532"
"24838","NP_001257593"
"24838","NP_001257594"
"24838","NP_001257595"
"24838","NP_001257597"
"24838","NP_001257599"
"24838","NP_001257600"
"24838","NP_001257601"
"24838","NP_001257602"
"24838","NP_001257604"
"24838","NP_001257605"
"24838","NP_001257606"
"24838","NP_001257607"
"24838","NP_113720"
"24839","NM_017056"
"24839","NP_058752"
"24840","NM_017057"
"24840","NP_058753"
"24841","NM_012677"
"24841","NP_036809"
"24842","NM_030989"
"24842","NP_112251"
"24848","NM_001100634"
"24848","NP_001094104"
"24849","NM_022922"
"24849","NP_075211"
"24851","NM_001034068"
"24851","NM_001034069"
"24851","NM_001034070"
"24851","NM_001034071"
"24851","NM_001034072"
"24851","NM_001034073"
"24851","NM_001034074"
"24851","NM_001034075"
"24851","NM_019131"
"24851","NP_001029240"
"24851","NP_001029241"
"24851","NP_001029242"
"24851","NP_001029243"
"24851","NP_001029244"
"24851","NP_001029245"
"24851","NP_001029246"
"24851","NP_001029247"
"24851","NP_062004"
"24852","NM_012678"
"24852","NP_036810"
"24854","NM_053021"
"24854","NP_444180"
"24855","NM_012680"
"24855","NP_036812"
"24856","NM_012681"
"24856","NP_036813"
"24860","NM_012682"
"24860","NP_036814"
"24861","NM_012683"
"24861","NP_036815"
"24862","NM_031533"
"24862","NP_113721"
"24864","NM_133284"
"24864","NP_579818"
"24867","NM_012684"
"24867","NP_036816"
"24873","NM_017058"
"24873","NP_058754"
"24874","NM_052801"
"24874","NP_434688"
"24875","NM_012685"
"24875","NP_036817"
"24877","NM_012686"
"24877","NP_036818"
"24881","NM_001105714"
"24881","NP_001099184"
"24882","NM_001105715"
"24882","NP_001099185"
"24883","NM_031534"
"24883","NP_113722"
"24884","NM_033298"
"24884","NP_150640"
"24886","NM_012687"
"24886","NP_036819"
"24887","NM_017059"
"24887","NP_058755"
"24888","NM_001033670"
"24888","NM_001033671"
"24888","NM_001033672"
"24888","NM_031535"
"24888","NP_001028842"
"24888","NP_001028843"
"24888","NP_001028844"
"24888","NP_113723"
"24889","NM_012688"
"24889","NP_036820"
"24890","NM_012689"
"24890","NP_036821"
"24891","NM_012690"
"24891","NP_036822"
"24894","NM_012692"
"24894","NP_036824"
"24895","NM_012693"
"24895","NP_036825"
