name,id
C00482,127325
C00268,125737
G10841,125869
C03586,126555
G00098,125914
C00061,125711
C00190,126948
C05189,124122
C00590,127334
C00160,125752
G00031,125882
C07075,126590
C19944,127402
C02939,126745
G00046,125888
C16237,126077
C00052,125731
C03227,127137
C00429,127411
C02480,126261
C14822,124154
C00792,124124
C00921,126440
C20253,127414
C01101,127689
C05450,126913
G13041,127488
C00010,125705
C00521,126163
C05955,124146
C02166,126001
C01194,126898
C05583,126532
C16666,124049
C00043,125801
C02336,126295
C05856,124052
C04732,126444
C00633,126203
C05265,126668
C05965,125988
C03677,124102
C06160,127426
C01146,126838
C05956,125999
C20249,127413
C02094,127280
C01241,125970
C03283,126804
C07095,126211
G00163,127163
C02330,124083
C00332,126483
C03460,127020
C15888,127649
C06203,126225
C15980,126742
C17938,127047
C05668,126282
C01419,126770
C00337,126473
C01678,126353
C00122,127257
C00033,127063
C00682,127572
G00003,125941
C06866,124050
C04895,126523
C00697,126319
C06399,127110
C00188,127550
C02226,127387
C06032,127386
C03090,127040
C01051,126399
C05446,126111
C15801,127059
C02375,126618
C00378,127590
C01312,126012
C00714,126834
C11354,126611
C01300,126454
C00299,126469
C00034,126944
C01157,126800
C16143,126983
G13037,127177
C11894,127622
C05316,124116
G10595,125845
C00156,126971
C03296,127738
G12626,127187
C03906,126864
C05322,126379
C14909,127401
C00047,127710
C02364,126272
C04793,127403
C01852,126958
C05275,126029
C00568,126509
C04896,126346
C00072,127442
C13455,127285
C17345,126125
C20231,127412
C00401,127492
C00341,127064
C01301,126112
G00157,127161
C06308,126165
C00181,125803
C02918,126300
C08830,126141
C07211,126605
C01161,126499
C15858,127431
C09629,126988
C00118,127130
C07103,124053
C04462,127561
C02526,126601
G10611,125872
C05843,126297
C14151,126097
C05775,126390
C06462,124100
C07094,126212
C00696,126013
C00445,126854
C01516,127147
C00450,126810
C05145,126505
C20950,127720
C06760,126608
C00048,125754
C05817,126418
C02612,127388
C00415,126456
G00156,126691
C00475,126468
C05589,126533
C04677,127038
C05953,124147
C06636,124091
C04619,126052
C00430,126398
C00314,126446
C04478,126684
C15813,127602
C00178,125727
C01245,126882
G00020,125861
C00100,127553
C01180,126772
G00127,125936
C16243,127119
C00447,126296
C00573,124062
C08607,127635
C00352,126670
C10860,124072
C01222,126718
C00143,125783
C20372,127473
C00209,125781
C03892,126707
C06007,126739
C02666,127333
C04652,125945
C06019,127504
C03589,127436
C00426,124056
C05223,126046
C05681,124086
C09699,126986
C05260,126026
C03479,126459
C14748,125997
C20782,126759
C05662,127379
C04623,124094
C05454,126110
C06406,127104
C12126,127015
C04756,125981
G00171,125855
C00624,126779
C12203,127318
G00124,125931
C04332,126445
C00191,125804
C05924,127373
C03920,127222
C15867,127632
C05297,126839
C11831,126405
C17560,126981
C00544,126364
C08062,127437
C02141,126142
C00909,126500
C07089,126619
C03845,126099
C05220,126378
C12455,126309
G00023,125874
C00222,127417
G00029,125881
C03785,124313
G00060,125900
C04246,126063
C01185,127678
C00555,127739
G13039,127179
C06319,127108
C06552,126623
C16540,127076
C00016,125712
C00195,125692
C06505,127113
C06753,126637
G00050,125897
C20374,127471
C00204,127700
G00037,125887
C00325,126292
C00246,125820
G00093,125911
C06089,127620
C03082,126811
G10596,125846
C00427,126008
C00984,127512
C11816,124114
C00002,125798
C06183,124125
C00628,126539
C00117,125830
C02046,126305
C14825,126152
C15879,127653
C20378,127463
C00755,127344
C00877,127510
C01829,127054
C01269,126928
C05963,124153
C02515,127053
C04916,126345
C03289,127445
C00086,125742
C05989,124079
C00364,126475
G00160,127486
C15887,127648
G00148,126703
C19614,124058
C06752,126593
C03972,127566
C08300,124068
C00416,125972
C00198,125828
C01005,126504
C00354,126627
C05756,126049
C20949,127719
C02371,126274
G00012,125856
C05172,126825
C14315,126223
C03676,126189
C06637,126635
G00056,125899
C01234,127360
C02462,124140
C15791,126561
C00213,126901
C03175,126348
C00729,126304
C00535,126138
C09818,126258
C01026,126747
C09421,124112
C14144,126268
G00159,126693
C01246,125838
C01144,126037
C01542,126607
C00130,125806
C04618,126064
C00320,127524
C01252,127134
C12831,126788
G00119,125928
G00116,125925
C15885,127656
C16479,126271
G00017,125865
C00689,127420
C03506,126930
C00042,127256
C01454,126201
C00239,125738
C00153,127676
C05961,124151
C00197,127126
C03454,125983
C00681,126708
C17622,124075
C02282,126829
G13046,126702
C00189,125690
C01159,127691
C14775,126154
C11436,126070
C05931,127735
C06638,124090
C15970,127287
C00530,126591
C04620,126056
C05484,127003
C00319,126156
C16236,126076
C00006,125789
C05430,126171
C00798,126644
C00031,127423
C00041,127396
C14774,125996
C02686,125984
C06178,126302
C03771,126912
C05730,126780
C05580,126358
G00114,125923
C05175,126385
C14781,126004
C05432,126173
C14814,126007
G00019,125860
C00630,127019
C01114,127205
C16357,124104
C06442,126805
C02934,125987
C14770,125995
C14773,125994
G00055,125898
C01242,126487
C05480,127002
C15799,126564
C01561,126080
C03242,124144
C05422,127444
C16677,127667
C00647,126449
C16675,127499
C02352,126731
C00966,126391
C02765,124067
C05125,126553
C03205,126136
C12144,127017
C00109,125701
C00566,127441
C16678,127668
C00097,127218
C05556,126594
C00988,126642
C05452,126121
C03164,126232
C13508,125975
C05894,125961
C03657,126422
C00053,127206
C00509,127302
C15786,126557
C00388,126824
C02124,126617
C08061,126622
C00090,127569
C00894,126673
C00112,125724
C00019,127359
C04501,126672
C00458,126471
C03287,126820
C00750,126909
C00636,126717
C15811,127604
C08606,127630
C00312,126294
C05247,124119
C06202,126224
C03546,126884
C06671,124134
C15882,126092
C00307,125968
C01216,127453
C05893,125960
C00235,125744
C05936,126802
C00596,127435
C05610,127337
C00309,126290
C00207,125791
C05688,126663
C03325,126306
C00230,127517
C04236,127265
C05294,126139
C06182,124126
C12270,127585
C01054,126084
C01304,126442
C00581,126310
C00360,126515
C05778,127102
G10526,127260
C00269,126865
C00035,125709
C00234,126853
C04327,127595
C06337,127577
C00157,125689
C04257,126285
C03190,126166
C07214,126602
C06416,127106
C06727,126621
G00162,127162
C19673,127477
C00116,125832
C01438,127221
C01107,126074
C02189,125873
C07729,126237
C05190,124121
C00242,125736
C06792,126279
G00006,125844
C07478,126609
C05750,126057
C04244,126819
C14152,126096
C03722,126298
C13431,127631
C15800,127058
C04409,126349
C16204,126221
G13050,127191
C15767,126317
C14610,126262
C10700,126791
C06090,126572
C00280,125694
C11811,126072
C02814,126188
C05745,126062
C01043,126902
C01802,126102
C05272,126023
C02220,126350
C00046,125834
C02575,126218
C00134,127743
C20526,127606
C14143,126267
C00446,126493
G01391,127152
G00120,125929
C01115,126687
C05103,126090
C04281,126768
C06320,127107
C01061,126357
C00137,126880
C06010,126753
C05625,124047
C19889,126643
C00159,125802
C05385,126735
C19845,127460
C03372,126709
C01019,126659
C06793,126655
C11874,127613
C05772,127103
C05760,126043
C05451,126120
C01094,126491
C05672,124070
C00183,127448
C19795,127646
C00916,126755
C11425,126233
C05460,126116
C16239,126075
C04411,126741
C17343,126115
C00084,125826
C15881,127654
C02985,126719
C00345,127574
C00632,126428
C06174,126380
C15812,127601
C00474,126291
C09817,126257
C00532,126676
C15979,126743
C06612,126335
C16331,126714
C11641,124105
C00217,125824
C05755,126050
C01416,127535
C14145,126269
C00570,125966
C06167,124123
G00129,125935
C01267,126343
C01825,126686
C01909,126793
C01455,126255
C15803,126566
C07303,127343
C00168,125831
G13035,127175
C06615,126333
C00015,125721
C04688,126044
C13636,126792
C00671,126321
C11887,127209
C06251,126685
C06758,126194
C16829,126987
C11437,127600
C01187,126683
C03569,126238
C00064,126850
C06789,124088
C04046,125973
C05581,126527
C15613,126114
C06589,126600
C00315,127740
C00091,127255
C00818,127697
C12832,126789
C20775,127583
C05576,126360
C02642,126362
C06565,126785
C02463,127101
C00540,126161
C13433,127283
C06181,124082
C06318,127578
C06790,124087
C15532,127729
C05295,126140
C06098,127281
C00588,125969
C11543,127121
C05435,126174
C06407,127105
C01001,127235
C15857,127429
C00295,126474
C05261,126666
C07715,126243
C05634,126429
C00259,125698
C00514,126732
C00931,127625
C00233,127264
C02198,126009
C06754,126636
C20386,127475
C09390,124111
C16424,126167
C05922,126441
G00099,125916
C05273,126025
C00800,127695
C03167,126326
C04734,127039
C05608,127304
C01036,126365
C00684,127203
G00024,125876
C00906,126477
C01209,127478
C11907,127141
C02880,126406
C00007,126943
C05842,126318
C08276,127356
C00173,127461
C11426,126234
C02477,126095
C01040,126726
C11554,126897
C15699,126314
C01346,126552
C00187,125693
C00506,126929
C02350,126465
C06614,126329
C01063,126763
C00300,126311
C05439,126104
C06424,127685
C01433,126957
C05440,126547
C16338,126020
C03291,127690
C00164,125792
C01490,127493
C18910,127368
C06250,126765
C15556,127266
C00323,127317
C06677,126204
C18218,127383
C09821,126253
C03680,126338
C05263,126667
C05455,126107
C03470,126389
C20529,127608
C03221,126027
C01672,126308
C03366,127513
C00788,126531
C06173,127540
C06473,126832
C11435,126069
C00270,125786
C02273,126835
C06594,126757
C06554,126583
C16352,126462
C00576,127456
C01494,127323
C01134,126396
C05761,126042
C03393,126813
C00067,125761
C00362,126518
C02359,126275
G01945,127153
C05578,126535
C00398,126369
C00005,125788
C09621,126984
C16276,126176
