gene,edge,net
K13368,129493,ko01100
K13369,129493,ko01100
K13370,129493,ko01100
K00044,129493,ko01100
K13395,129256,ko01100
K13396,129257,ko01100
K13384,129248,ko01100
K13391,129251,ko01100
K13392,129252,ko01100
K13393,129253,ko01100
K00668,128316,ko01100
K00665,128316,ko01100
K00208,128316,ko01100
K00209,128316,ko01100
K10780,128316,ko01100
K11533,128316,ko01100
K02371,128316,ko01100
K09458,128315,ko01100
K09458,128314,ko01100
K11533,128315,ko01100
K11533,128314,ko01100
K00647,128315,ko01100
K00647,128314,ko01100
K00665,128315,ko01100
K00665,128314,ko01100
K00667,128315,ko01100
K00667,128314,ko01100
K10527,128274,ko01100
K01825,128274,ko01100
K01782,128274,ko01100
K07514,128274,ko01100
K00022,128274,ko01100
K07516,128274,ko01100
K07515,128274,ko01100
K07514,128273,ko01100
K07515,128273,ko01100
K01825,128273,ko01100
K01692,128273,ko01100
K01782,128273,ko01100
K13767,128273,ko01100
K07511,128273,ko01100
K10527,128273,ko01100
K07516,128279,ko01100
K01782,128279,ko01100
K10527,128279,ko01100
K07514,128279,ko01100
K00022,128279,ko01100
K01825,128279,ko01100
K07515,128279,ko01100
K07515,128278,ko01100
K13767,128278,ko01100
K07514,128278,ko01100
K07511,128278,ko01100
K01782,128278,ko01100
K01692,128278,ko01100
K01825,128278,ko01100
K10527,128278,ko01100
K07516,128284,ko01100
K10527,128284,ko01100
K00022,128284,ko01100
K07515,128284,ko01100
K01825,128284,ko01100
K01782,128284,ko01100
K07514,128284,ko01100
K07509,128286,ko01100
K07509,128285,ko01100
K00632,128286,ko01100
K00632,128285,ko01100
K07508,128286,ko01100
K07508,128285,ko01100
K07513,128286,ko01100
K07513,128285,ko01100
K07515,128289,ko01100
K00022,128289,ko01100
K10527,128289,ko01100
K07516,128289,ko01100
K07514,128289,ko01100
K01825,128289,ko01100
K01782,128289,ko01100
K13767,128288,ko01100
K01825,128288,ko01100
K01692,128288,ko01100
K01782,128288,ko01100
K07511,128288,ko01100
K07514,128288,ko01100
K10527,128288,ko01100
K07515,128288,ko01100
K01782,128294,ko01100
K07516,128294,ko01100
K00022,128294,ko01100
K07515,128294,ko01100
K10527,128294,ko01100
K01825,128294,ko01100
K07514,128294,ko01100
K13767,128293,ko01100
K10527,128293,ko01100
K07511,128293,ko01100
K07514,128293,ko01100
K01782,128293,ko01100
K07515,128293,ko01100
K01692,128293,ko01100
K01825,128293,ko01100
K07509,128295,ko01100
K07509,128296,ko01100
K00632,128295,ko01100
K00632,128296,ko01100
K07513,128295,ko01100
K07513,128296,ko01100
K07508,128295,ko01100
K07508,128296,ko01100
K07516,128299,ko01100
K07515,128299,ko01100
K07514,128299,ko01100
K10527,128299,ko01100
K01825,128299,ko01100
K00022,128299,ko01100
K01782,128299,ko01100
K13767,128298,ko01100
K01825,128298,ko01100
K01782,128298,ko01100
K01692,128298,ko01100
K10527,128298,ko01100
K07511,128298,ko01100
K07514,128298,ko01100
K07515,128298,ko01100
K09478,128297,ko01100
K07512,128297,ko01100
K00248,128297,ko01100
K00249,128297,ko01100
K06445,128297,ko01100
K00255,128297,ko01100
K00232,128297,ko01100
K07512,128287,ko01100
K06445,128287,ko01100
K00255,128287,ko01100
K00249,128287,ko01100
K00232,128287,ko01100
K07434,128577,ko01100
K07434,128573,ko01100
K00918,127913,ko01100
K11532,127913,ko01100
K01068,127913,ko01100
K00850,127913,ko01100
K04041,127913,ko01100
K16370,127913,ko01100
K03841,127913,ko01100
K01622,127913,ko01100
K02446,127913,ko01100
K15745,129174,ko01100
K10027,129174,ko01100
K02293,129174,ko01100
K10027,129175,ko01100
K15745,129175,ko01100
K00514,129175,ko01100
K00514,129176,ko01100
K15745,129176,ko01100
K10027,129176,ko01100
K01824,128377,ko01100
K00488,128394,ko01100
K00488,128404,ko01100
K12405,128400,ko01100
K12405,129456,ko01100
K08764,129457,ko01100
K12405,129455,ko01100
K12405,128410,ko01100
K00251,128392,ko01100
K00037,128393,ko01100
K00251,128402,ko01100
K00037,128403,ko01100
K07431,128401,ko01100
K00037,129489,ko01100
K00038,129490,ko01100
K00498,128418,ko01100
K00498,128422,ko01100
K17398,128081,ko01100
K17399,128081,ko01100
K00558,128081,ko01100
K17462,128081,ko01100
K17069,129499,ko01100
K01740,129499,ko01100
K13034,129499,ko01100
K10150,129499,ko01100
K01738,129499,ko01100
K12339,129499,ko01100
K12743,129274,ko01100
K12743,129273,ko01100
K04126,129275,ko01100
K04072,128192,ko01100
K13954,128192,ko01100
K00121,128192,ko01100
K13980,128192,ko01100
K18857,128192,ko01100
K00001,128192,ko01100
K13952,128192,ko01100
K13953,128192,ko01100
K13951,128192,ko01100
K00545,128193,ko01100
K00129,128189,ko01100
K00505,128206,ko01100
K00545,128190,ko01100
K00129,128199,ko01100
K00274,128198,ko01100
K00129,128191,ko01100
K00274,128195,ko01100
K00274,128187,ko01100
K00128,128229,ko01100
K00157,128229,ko01100
K14085,128229,ko01100
K00149,128229,ko01100
K13644,128559,ko01100
K00993,128559,ko01100
K11533,128335,ko01100
K11533,128334,ko01100
K00665,128335,ko01100
K00665,128334,ko01100
K00667,128335,ko01100
K00667,128334,ko01100
K09458,128335,ko01100
K09458,128334,ko01100
K00647,128335,ko01100
K00647,128334,ko01100
K00667,128333,ko01100
K00059,128333,ko01100
K00665,128333,ko01100
K11533,128333,ko01100
K01716,128332,ko01100
K02372,128332,ko01100
K16363,128332,ko01100
K00668,128332,ko01100
K00665,128332,ko01100
K11533,128332,ko01100
K10780,128331,ko01100
K11533,128331,ko01100
K00668,128331,ko01100
K00208,128331,ko01100
K00665,128331,ko01100
K02371,128331,ko01100
K00209,128331,ko01100
K00647,128329,ko01100
K00647,128330,ko01100
K00665,128329,ko01100
K00665,128330,ko01100
K09458,128329,ko01100
K09458,128330,ko01100
K11533,128329,ko01100
K11533,128330,ko01100
K00667,128329,ko01100
K00667,128330,ko01100
K02371,128326,ko01100
K10780,128326,ko01100
K00665,128326,ko01100
K00208,128326,ko01100
K00668,128326,ko01100
K11533,128326,ko01100
K00209,128326,ko01100
K00667,128325,ko01100
K00667,128324,ko01100
K00647,128325,ko01100
K00647,128324,ko01100
K00665,128325,ko01100
K00665,128324,ko01100
K11533,128325,ko01100
K11533,128324,ko01100
K09458,128325,ko01100
K09458,128324,ko01100
K10780,128321,ko01100
K11533,128321,ko01100
K00209,128321,ko01100
K00208,128321,ko01100
K02371,128321,ko01100
K00668,128321,ko01100
K00665,128321,ko01100
K00667,128320,ko01100
K00667,128319,ko01100
K00647,128320,ko01100
K00647,128319,ko01100
K00665,128320,ko01100
K00665,128319,ko01100
K09458,128320,ko01100
K09458,128319,ko01100
K11533,128320,ko01100
K11533,128319,ko01100
K00059,128318,ko01100
K00665,128318,ko01100
K11533,128318,ko01100
K00667,128318,ko01100
K11533,128317,ko01100
K16363,128317,ko01100
K01716,128317,ko01100
K02372,128317,ko01100
K00668,128317,ko01100
K00665,128317,ko01100
K00665,128311,ko01100
K11533,128311,ko01100
K00208,128311,ko01100
K02371,128311,ko01100
K00668,128311,ko01100
K10780,128311,ko01100
K00209,128311,ko01100
K09458,128310,ko01100
K09458,128309,ko01100
K00667,128310,ko01100
K00667,128309,ko01100
K11533,128310,ko01100
K11533,128309,ko01100
K00647,128310,ko01100
K00647,128309,ko01100
K00665,128310,ko01100
K00665,128309,ko01100
K10780,128306,ko01100
K00668,128306,ko01100
K02371,128306,ko01100
K00209,128306,ko01100
K00208,128306,ko01100
K00665,128306,ko01100
K11533,128306,ko01100
K03186,129467,ko01100
K03182,129467,ko01100
K03183,129149,ko01100
K03179,129466,ko01100
K06125,129466,ko01100
K01495,129073,ko01100
K09007,129073,ko01100
K09007,129074,ko01100
K01495,129074,ko01100
K06447,129830,ko01100
K14085,128245,ko01100
K00149,128245,ko01100
K00128,128245,ko01100
K00813,128125,ko01100
K11358,128125,ko01100
K00811,128125,ko01100
K00812,128125,ko01100
K14455,128125,ko01100
K00824,128125,ko01100
K14454,128125,ko01100
K05605,129502,ko01100
K00022,129501,ko01100
K01782,129501,ko01100
K00020,129501,ko01100
K07514,129501,ko01100
K01825,129501,ko01100
K01687,128253,ko01100
K02527,128743,ko01100
K02527,128744,ko01100
K02560,128749,ko01100
K01002,128608,ko01100
K00831,129315,ko01100
K04121,129159,ko01100
K14519,128989,ko01100
K13383,129247,ko01100
K13394,129254,ko01100
K14976,129727,ko01100
K14585,128932,ko01100
K14584,128933,ko01100
K10702,128858,ko01100
K00692,129321,ko01100
K01947,129050,ko01100
K03524,129050,ko01100
K01942,129050,ko01100
K02517,128748,ko01100
K18075,129716,ko01100
K18077,129716,ko01100
K18074,129716,ko01100
K00595,129121,ko01100
K05895,129120,ko01100
K13677,129815,ko01100
K03274,128750,ko01100
K06042,129122,ko01100
K05934,129117,ko01100
K13541,129117,ko01100
K13540,129117,ko01100
K05936,129118,ko01100
K00531,128432,ko01100
K02591,128432,ko01100
K00536,128432,ko01100
K02588,128432,ko01100
K02586,128432,ko01100
K10572,128009,ko01100
K02229,129116,ko01100
K13786,129125,ko01100
K02228,129119,ko01100
K00798,129126,ko01100
K19221,129126,ko01100
K02231,129129,ko01100
K02231,129130,ko01100
K02233,129137,ko01100
K02233,129136,ko01100
K02224,129123,ko01100
K02232,129127,ko01100
K08260,129128,ko01100
K02225,129128,ko01100
K02227,129128,ko01100
K02230,129124,ko01100
K09882,129124,ko01100
K09883,129124,ko01100
K12745,129279,ko01100
K00121,128884,ko01100
K13954,128884,ko01100
K13953,128884,ko01100
K00001,128884,ko01100
K04072,128884,ko01100
K00121,128888,ko01100
K13954,128888,ko01100
K13953,128888,ko01100
K00001,128888,ko01100
K04072,128888,ko01100
K00128,128885,ko01100
K00128,128889,ko01100
K08690,128838,ko01100
K15238,128881,ko01100
K15237,128881,ko01100
K18087,128837,ko01100
K15750,128837,ko01100
K08689,128837,ko01100
K18088,128837,ko01100
K18067,128962,ko01100
K00055,128865,ko01100
K01563,128894,ko01100
K00114,128895,ko01100
K14029,128895,ko01100
K14028,128895,ko01100
K00128,128896,ko01100
K01560,128875,ko01100
K01561,128875,ko01100
K15757,128864,ko01100
K15758,128864,ko01100
K00141,128874,ko01100
K05550,128866,ko01100
K05549,128866,ko01100
K05784,128866,ko01100
K05783,128867,ko01100
K15767,128863,ko01100
K15766,128863,ko01100
K07104,128868,ko01100
K00446,128868,ko01100
K18365,129652,ko01100
K18365,129653,ko01100
K12744,129278,ko01100
K05783,128854,ko01100
K05783,128849,ko01100
K04109,128967,ko01100
K04108,128967,ko01100
K04107,128967,ko01100
K04042,127977,ko01100
K18122,129709,ko01100
K13831,129702,ko01100
K13812,129702,ko01100
K08093,129702,ko01100
K17841,129177,ko01100
K06443,129177,ko01100
K14606,129177,ko01100
K14605,129177,ko01100
K00055,128851,ko01100
K00055,128846,ko01100
K00100,128901,ko01100
K10217,128872,ko01100
K00217,128912,ko01100
K10222,128949,ko01100
K10222,128950,ko01100
K10222,128953,ko01100
K10222,128954,ko01100
K10216,128906,ko01100
K15756,128966,ko01100
K18092,128943,ko01100
K01563,128883,ko01100
K01563,128887,ko01100
K14419,128886,ko01100
K14420,128886,ko01100
K14421,128890,ko01100
K01617,128870,ko01100
K03339,128014,ko01100
K03339,129333,ko01100
K01821,128871,ko01100
K01860,128910,ko01100
K15252,128908,ko01100
K15241,128914,ko01100
K15241,128915,ko01100
K07104,128905,ko01100
K00446,128905,ko01100
K00446,128922,ko01100
K07104,128922,ko01100
K15242,128916,ko01100
K15253,128909,ko01100
K15749,128948,ko01100
K15749,128952,ko01100
K15753,128964,ko01100
K15751,128964,ko01100
K15752,128964,ko01100
K15754,128965,ko01100
K15755,128965,ko01100
K14751,128944,ko01100
K15243,128917,ko01100
K15244,128917,ko01100
K14581,128956,ko01100
K14578,128956,ko01100
K14579,128956,ko01100
K14600,128956,ko01100
K14599,128956,ko01100
K14580,128956,ko01100
K05549,128848,ko01100
K05784,128848,ko01100
K05550,128848,ko01100
K15250,128907,ko01100
K15249,128907,ko01100
K15248,128907,ko01100
K15251,128907,ko01100
K14599,128947,ko01100
K14600,128947,ko01100
K14599,128951,ko01100
K14600,128951,ko01100
K14750,128945,ko01100
K14748,128945,ko01100
K14749,128945,ko01100
K10676,128921,ko01100
K15757,128845,ko01100
K15758,128845,ko01100
K15758,128850,ko01100
K15757,128850,ko01100
K15245,128919,ko01100
K15246,128919,ko01100
K15246,128918,ko01100
K15245,128918,ko01100
K10437,129508,ko01100
K14482,128902,ko01100
K14481,128902,ko01100
K00539,128891,ko01100
K00539,128899,ko01100
K00539,128897,ko01100
K00539,128898,ko01100
K00539,128923,ko01100
K01061,128911,ko01100
K05394,128994,ko01100
K03382,128995,ko01100
K08710,128996,ko01100
K03383,128997,ko01100
K02773,129660,ko01100
K02774,129660,ko01100
K02775,129660,ko01100
K00094,129661,ko01100
K07548,128977,ko01100
K07547,128977,ko01100
K14163,129135,ko01100
K01885,129135,ko01100
K07538,128971,ko01100
K07545,128975,ko01100
K07549,128978,ko01100
K07550,128978,ko01100
K07543,128974,ko01100
K07544,128974,ko01100
K07539,128972,ko01100
K07537,128970,ko01100
K07540,128973,ko01100
K07546,128976,ko01100
K17818,129705,ko01100
K00007,129705,ko01100
K01625,127925,ko01100
K17463,127925,ko01100
K11395,127925,ko01100
K01686,127949,ko01100
K08323,127949,ko01100
K02548,129146,ko01100
K08099,129111,ko01100
K04040,129111,ko01100
K05549,128926,ko01100
K05784,128926,ko01100
K05550,128926,ko01100
K01000,128763,ko01100
K00480,128942,ko01100
K12506,128351,ko01100
K00991,128351,ko01100
K00919,128352,ko01100
K01662,128348,ko01100
K01662,128349,ko01100
K12506,128353,ko01100
K01770,128353,ko01100
K00222,128365,ko01100
K05917,128364,ko01100
K00223,128389,ko01100
K03272,128751,ko01100
K03271,128754,ko01100
K03272,128753,ko01100
K03273,128752,ko01100
K11946,128940,ko01100
K11947,128941,ko01100
K11945,128939,ko01100
K03851,128563,ko01100
K03338,128013,ko01100
K02563,128764,ko01100
K00141,128847,ko01100
K00141,128852,ko01100
K05784,128853,ko01100
K05550,128853,ko01100
K05549,128853,ko01100
K15764,128859,ko01100
K15762,128859,ko01100
K15763,128859,ko01100
K15761,128859,ko01100
K15760,128859,ko01100
K15765,128859,ko01100
K00097,129316,ko01100
K00099,128350,ko01100
K02377,127995,ko01100
K09828,128380,ko01100
K00299,129601,ko01100
K19285,129601,ko01100
K19286,129601,ko01100
K05917,129192,ko01100
K13385,129249,ko01100
K17049,128946,ko01100
K10700,128946,ko01100
K17048,128946,ko01100
K07384,129161,ko01100
K18383,129546,ko01100
K18383,129547,ko01100
K00923,129442,ko01100
K02190,129525,ko01100
K03795,129525,ko01100
K13540,129526,ko01100
K03394,129526,ko01100
K13540,129527,ko01100
K13541,129527,ko01100
K05934,129527,ko01100
K05936,129528,ko01100
K05895,129531,ko01100
K06042,129534,ko01100
K02224,129535,ko01100
K01442,128414,ko01100
K03474,129317,ko01100
K08726,128900,ko01100
K11943,128937,ko01100
K11944,128937,ko01100
K03080,127930,ko01100
K03077,127930,ko01100
K01786,127930,ko01100
K18364,128873,ko01100
K10216,128869,ko01100
K03527,128355,ko01100
K00710,128717,ko01100
K00710,128718,ko01100
K00731,128720,ko01100
K09653,128720,ko01100
K00739,128724,ko01100
K00727,128726,ko01100
K03479,128719,ko01100
K09662,128721,ko01100
K00727,128721,ko01100
K09663,128721,ko01100
K03368,128722,ko01100
K00780,128722,ko01100
K03479,128723,ko01100
K09662,128725,ko01100
K03859,128766,ko01100
K11002,128766,ko01100
K09658,128766,ko01100
K03858,128766,ko01100
K11001,128766,ko01100
K03861,128766,ko01100
K03857,128766,ko01100
K03860,128766,ko01100
K03434,128767,ko01100
K05283,128768,ko01100
K05284,128769,ko01100
K07541,128769,ko01100
K05285,128770,ko01100
K07542,128771,ko01100
K05286,128772,ko01100
K00771,128727,ko01100
K00771,128728,ko01100
K00733,128729,ko01100
K00734,128730,ko01100
K10158,128731,ko01100
K00746,128732,ko01100
K02370,128735,ko01100
K02369,128735,ko01100
K00747,128733,ko01100
K03419,128733,ko01100
K13499,128733,ko01100
K13500,128733,ko01100
K13500,128734,ko01100
K13499,128734,ko01100
K00747,128734,ko01100
K02366,128736,ko01100
K02367,128736,ko01100
K02368,128737,ko01100
K02370,128737,ko01100
K03370,128806,ko01100
K00725,128819,ko01100
K12373,128807,ko01100
K00725,128807,ko01100
K03371,128811,ko01100
K12309,128808,ko01100
K00715,128808,ko01100
K03368,128809,ko01100
K00780,128809,ko01100
K03369,128810,ko01100
K03376,128823,ko01100
K00725,128812,ko01100
K03371,128816,ko01100
K03369,128816,ko01100
K00715,128813,ko01100
K03368,128814,ko01100
K00780,128814,ko01100
K03369,128815,ko01100
K03376,128824,ko01100
K00725,128817,ko01100
K00715,128818,ko01100
K00715,128820,ko01100
K00780,128821,ko01100
K03368,128821,ko01100
K03369,128822,ko01100
K03375,128825,ko01100
K03373,128825,ko01100
K03374,128825,ko01100
K03376,128825,ko01100
K01988,128800,ko01100
K00719,128801,ko01100
K03877,128802,ko01100
K00722,128804,ko01100
K03368,128803,ko01100
K00780,128803,ko01100
K00718,128805,ko01100
K01001,128832,ko01100
K07441,128826,ko01100
K07432,128826,ko01100
K03766,128775,ko01100
K03842,128827,ko01100
K03842,128828,ko01100
K03843,128829,ko01100
K07971,128793,ko01100
K00741,128793,ko01100
K07970,128793,ko01100
K07151,128698,ko01100
K07151,128699,ko01100
K07151,128700,ko01100
K07151,128701,ko01100
K12669,128698,ko01100
K12669,128699,ko01100
K12669,128700,ko01100
K12669,128701,ko01100
K12691,128698,ko01100
K12691,128699,ko01100
K12691,128700,ko01100
K12691,128701,ko01100
K12666,128698,ko01100
K12666,128699,ko01100
K12666,128700,ko01100
K12666,128701,ko01100
K00730,128698,ko01100
K00730,128699,ko01100
K00730,128700,ko01100
K00730,128701,ko01100
K12668,128698,ko01100
K12668,128699,ko01100
K12668,128700,ko01100
K12668,128701,ko01100
K12667,128698,ko01100
K12667,128699,ko01100
K12667,128700,ko01100
K12667,128701,ko01100
K12670,128698,ko01100
K12670,128699,ko01100
K12670,128700,ko01100
K12670,128701,ko01100
K07967,128787,ko01100
K07969,128787,ko01100
K07968,128787,ko01100
K07966,128787,ko01100
K01228,128702,ko01100
K05546,128703,ko01100
K05546,129591,ko01100
K01230,128704,ko01100
K00726,128705,ko01100
K01231,128706,ko01100
K00736,128707,ko01100
K00737,128708,ko01100
K00738,128709,ko01100
K00717,128712,ko01100
K07968,128713,ko01100
K07966,128713,ko01100
K07967,128713,ko01100
K00779,128714,ko01100
K00778,128714,ko01100
K09661,128710,ko01100
K00744,128710,ko01100
K13748,128711,ko01100
K07819,128776,ko01100
K07820,128776,ko01100
K03877,128776,ko01100
K00718,128788,ko01100
K00716,128792,ko01100
K07632,128792,ko01100
K07633,128792,ko01100
K07634,128792,ko01100
K03663,128792,ko01100
K03792,128790,ko01100
K00709,128799,ko01100
K00718,128797,ko01100
K07969,128794,ko01100
K07966,128794,ko01100
K07968,128794,ko01100
K07632,128791,ko01100
K07634,128791,ko01100
K07635,128791,ko01100
K07633,128791,ko01100
K00716,128791,ko01100
K03663,128789,ko01100
K07633,128789,ko01100
K07634,128789,ko01100
K07632,128789,ko01100
K00716,128789,ko01100
K15096,129165,ko01100
K03844,128831,ko01100
K03844,129590,ko01100
K00781,128780,ko01100
K03494,128780,ko01100
K00716,128779,ko01100
K00718,128777,ko01100
K00716,128783,ko01100
K00716,128778,ko01100
K00716,128785,ko01100
K00716,128781,ko01100
K00709,128782,ko01100
K00709,128784,ko01100
K01620,128069,ko01100
K00709,128796,ko01100
K00742,128795,ko01100
K00709,128798,ko01100
K00801,129339,ko01100
K03843,128830,ko01100
K03845,128690,ko01100
K03845,128689,ko01100
K03846,128692,ko01100
K03847,128693,ko01100
K03846,128694,ko01100
K03848,128695,ko01100
K03849,128696,ko01100
K03850,128697,ko01100
K04036,129109,ko01100
K19073,129109,ko01100
K12927,129152,ko01100
K14042,129152,ko01100
K18113,129152,ko01100
K14041,129152,ko01100
K12927,129153,ko01100
K12921,129155,ko01100
K14039,129156,ko01100
K12922,129157,ko01100
K12925,129160,ko01100
K12926,129158,ko01100
K14040,129582,ko01100
K10852,129276,ko01100
K19200,129276,ko01100
K00993,128618,ko01100
K13644,128618,ko01100
K18108,129163,ko01100
K07385,129163,ko01100
K01710,129539,ko01100
K01790,129540,ko01100
K01634,128629,ko01100
K04710,128622,ko01100
K04709,128622,ko01100
K04712,128623,ko01100
K04713,129497,ko01100
K04713,129498,ko01100
K05848,129496,ko01100
K12348,129496,ko01100
K12349,129496,ko01100
K04709,129496,ko01100
K02227,129138,ko01100
K02225,129138,ko01100
K12930,129244,ko01100
K12930,129245,ko01100
K05280,129241,ko01100
K05280,129242,ko01100
K09753,129224,ko01100
K09755,129222,ko01100
K13066,129227,ko01100
K00588,129226,ko01100
K09754,129792,ko01100
K01904,129223,ko01100
K07127,128503,ko01100
K13484,128503,ko01100
K13484,128504,ko01100
K13485,128504,ko01100
K16840,128504,ko01100
K16838,128504,ko01100
K01230,128715,ko01100
K01044,129263,ko01100
K00276,129265,ko01100
K03384,128880,ko01100
K03381,128879,ko01100
K01860,128878,ko01100
K01061,128877,ko01100
K00217,128876,ko01100
K00492,128882,ko01100
K02548,129147,ko01100
K03183,129150,ko01100
K06119,128606,ko01100
K00517,128999,ko01100
K14520,129000,ko01100
K01045,129001,ko01100
K01782,128993,ko01100
K01825,128993,ko01100
K00022,128993,ko01100
K07514,128993,ko01100
K01825,128992,ko01100
K07515,128992,ko01100
K01782,128992,ko01100
K07514,128992,ko01100
K07511,128992,ko01100
K01692,128992,ko01100
K06446,128991,ko01100
K01913,128990,ko01100
K09838,129184,ko01100
K09839,129184,ko01100
K09839,129426,ko01100
K09838,129426,ko01100
K14594,129766,ko01100
K14594,129767,ko01100
K09840,129796,ko01100
K09840,129185,ko01100
K09841,129186,ko01100
K09842,129187,ko01100
K06443,129180,ko01100
K06444,129178,ko01100
K00836,128067,ko01100
K06718,129343,ko01100
K06720,128068,ko01100
K01856,128980,ko01100
K03464,128981,ko01100
K08021,128633,ko01100
K07422,128643,ko01100
K17687,128643,ko01100
K17726,128643,ko01100
K07425,128643,ko01100
K07413,128654,ko01100
K07418,128654,ko01100
K17718,128654,ko01100
K07418,128656,ko01100
K17718,128656,ko01100
K07413,128656,ko01100
K07418,128655,ko01100
K07418,128657,ko01100
K07418,128644,ko01100
K07425,128644,ko01100
K17687,128644,ko01100
K07422,128644,ko01100
K17728,128644,ko01100
K07415,128644,ko01100
K17721,128644,ko01100
K17718,128635,ko01100
K17719,128635,ko01100
K07412,128635,ko01100
K07418,128635,ko01100
K07413,128635,ko01100
K17709,128635,ko01100
K17709,128637,ko01100
K07425,128637,ko01100
K17719,128637,ko01100
K07418,128637,ko01100
K17718,128637,ko01100
K07413,128637,ko01100
K07412,128637,ko01100
K07413,128639,ko01100
K07418,128639,ko01100
K17718,128639,ko01100
K17709,128639,ko01100
K17719,128639,ko01100
K07412,128639,ko01100
K07418,128641,ko01100
K17709,128641,ko01100
K07413,128641,ko01100
K07412,128641,ko01100
K08022,128634,ko01100
K17689,128666,ko01100
K17719,128666,ko01100
K07418,128666,ko01100
K17721,128666,ko01100
K17718,128666,ko01100
K07424,128666,ko01100
K07409,128666,ko01100
K07415,128666,ko01100
K07413,128666,ko01100
K07413,128667,ko01100
K17689,128667,ko01100
K17719,128667,ko01100
K07424,128667,ko01100
K07415,128667,ko01100
K07409,128667,ko01100
K17721,128667,ko01100
K07418,128667,ko01100
K17718,128667,ko01100
K00508,128664,ko01100
K14674,128668,ko01100
K16342,128668,ko01100
K16343,128668,ko01100
K14621,128668,ko01100
K01058,128668,ko01100
K16817,128668,ko01100
K01047,128668,ko01100
K08726,128636,ko01100
K08726,128638,ko01100
K08726,128640,ko01100
K08726,128642,ko01100
K03078,129678,ko01100
K17738,129704,ko01100
K17818,129704,ko01100
K05933,129596,ko01100
K05928,128373,ko01100
K09065,129826,ko01100
K09065,129827,ko01100
K19222,129145,ko01100
K12073,129145,ko01100
K01661,129144,ko01100
K02858,129594,ko01100
K14652,129594,ko01100
K01109,129440,ko01100
K08096,129597,ko01100
K01858,129425,ko01100
K08967,128091,ko01100
K08967,128084,ko01100
K08729,128601,ko01100
K13644,128620,ko01100
K00993,128620,ko01100
K16619,128620,ko01100
K01114,128620,ko01100
K08964,128087,ko01100
K16054,128087,ko01100
K08965,128086,ko01100
K08966,128085,ko01100
K16054,129728,ko01100
K09880,129728,ko01100
K09011,129624,ko01100
K01589,129511,ko01100
K01588,129512,ko01100
K01213,127953,ko01100
K09470,128246,ko01100
K09471,128247,ko01100
K09472,128248,ko01100
K09473,128249,ko01100
K09591,129197,ko01100
K09587,129203,ko01100
K12638,129204,ko01100
K12637,129204,ko01100
K13065,129793,ko01100
K00083,129211,ko01100
K09755,129221,ko01100
K09589,129205,ko01100
K12638,129199,ko01100
K12637,129199,ko01100
K09589,129200,ko01100
K09590,129201,ko01100
K12640,129201,ko01100
K09590,129202,ko01100
K12640,129202,ko01100
K09587,129198,ko01100
K03148,129755,ko01100
K04487,129757,ko01100
K04487,129756,ko01100
K03151,129754,ko01100
K03151,129753,ko01100
K03153,129759,ko01100
K12639,129516,ko01100
K12640,129206,ko01100
K12639,129515,ko01100
K00559,129189,ko01100
K14423,129190,ko01100
K00222,129193,ko01100
K01824,129464,ko01100
K14424,129463,ko01100
K00227,129194,ko01100
K00213,129195,ko01100
K09828,129196,ko01100
K07748,128367,ko01100
K13373,128368,ko01100
K09827,128368,ko01100
K09829,128386,ko01100
K09828,128381,ko01100
K09833,128370,ko01100
K18534,128371,ko01100
K12502,128371,ko01100
K09834,128372,ko01100
K09834,128375,ko01100
K05928,128374,ko01100
K00227,128387,ko01100
K09831,128388,ko01100
K09828,128379,ko01100
K07750,128366,ko01100
K09835,129648,ko01100
K15745,129768,ko01100
K09844,129772,ko01100
K09845,129776,ko01100
K09846,129777,ko01100
K09844,129778,ko01100
K09845,129779,ko01100
K09846,129780,ko01100
K09847,129781,ko01100
K09847,129782,ko01100
K09846,129773,ko01100
K09844,129774,ko01100
K09846,129775,ko01100
K02294,129181,ko01100
K09837,129182,ko01100
K09844,129783,ko01100
K09846,129790,ko01100
K09845,129784,ko01100
K09846,129785,ko01100
K09844,129789,ko01100
K09847,129786,ko01100
K09847,129788,ko01100
K09844,129787,ko01100
K14595,129188,ko01100
K06879,129697,ko01100
K09457,129697,ko01100
K10206,129619,ko01100
K15803,129480,ko01100
K10187,129480,ko01100
K00492,128862,ko01100
K02822,129676,ko01100
K02821,129676,ko01100
K03475,129676,ko01100
K10047,129308,ko01100
K18649,129308,ko01100
K17744,129307,ko01100
K00064,129307,ko01100
K17753,129307,ko01100
K18106,129717,ko01100
K03476,129677,ko01100
K14190,129309,ko01100
K14580,128930,ko01100
K14581,128930,ko01100
K14579,128930,ko01100
K14578,128930,ko01100
K14582,128929,ko01100
K03801,129051,ko01100
K03644,129054,ko01100
K03644,129052,ko01100
K03801,129053,ko01100
K03800,129055,ko01100
K03800,129056,ko01100
K10105,129056,ko01100
K13541,129529,ko01100
K02189,129529,ko01100
K02188,129530,ko01100
K03399,129532,ko01100
K03399,129533,ko01100
K14600,128957,ko01100
K14599,128957,ko01100
K14601,128958,ko01100
K14603,128959,ko01100
K14602,128959,ko01100
K14604,128960,ko01100
K01132,129554,ko01100
K12309,129566,ko01100
K12309,129567,ko01100
K01137,129555,ko01100
K12373,129556,ko01100
K12373,129557,ko01100
K07965,129558,ko01100
K07964,129558,ko01100
K01136,129559,ko01100
K01217,129560,ko01100
K01565,129561,ko01100
K10532,129562,ko01100
K01205,129563,ko01100
