gene,edge,net
K05784,8102,ko01120
K05784,8103,ko01120
K05550,8102,ko01120
K05550,8103,ko01120
K05784,8117,ko01120
K05784,8116,ko01120
K05549,8117,ko01120
K05549,8116,ko01120
K05550,8117,ko01120
K05550,8116,ko01120
K05783,8099,ko01120
K05783,8098,ko01120
K05783,8090,ko01120
K05783,8091,ko01120
K05783,8118,ko01120
K05783,8119,ko01120
K03381,8096,ko01120
K03381,8097,ko01120
K03381,8089,ko01120
K03381,8088,ko01120
K01856,8087,ko01120
K01856,8086,ko01120
K14417,8115,ko01120
K14417,8114,ko01120
K14418,8112,ko01120
K14418,8113,ko01120
K01860,8094,ko01120
K01860,8095,ko01120
K01061,8085,ko01120
K01061,8084,ko01120
K01061,8093,ko01120
K01061,8092,ko01120
K10978,8797,ko01120
K10978,8798,ko01120
K10978,8789,ko01120
K10978,8790,ko01120
K10977,8803,ko01120
K10977,8804,ko01120
K10977,8796,ko01120
K10977,8795,ko01120
K03337,8699,ko01120
K03337,8700,ko01120
K18127,7370,ko01120
K18127,7371,ko01120
K18127,7372,ko01120
K11395,7370,ko01120
K11395,7371,ko01120
K11395,7372,ko01120
K18128,7373,ko01120
K18128,7374,ko01120
K18022,7373,ko01120
K18022,7374,ko01120
K03738,7373,ko01120
K03738,7374,ko01120
K18020,7373,ko01120
K18020,7374,ko01120
K18021,7373,ko01120
K18021,7374,ko01120
K11529,7375,ko01120
K11529,7376,ko01120
K03336,8701,ko01120
K03336,8702,ko01120
K14974,8822,ko01120
K14974,8823,ko01120
K00064,8865,ko01120
K00064,8864,ko01120
K18333,8865,ko01120
K18333,8864,ko01120
K01808,8773,ko01120
K01808,8774,ko01120
K17195,8776,ko01120
K17195,8775,ko01120
K00192,8843,ko01120
K00192,8845,ko01120
K00192,8844,ko01120
K00194,8843,ko01120
K00194,8845,ko01120
K00194,8844,ko01120
K00195,8843,ko01120
K00195,8845,ko01120
K00195,8844,ko01120
K00198,8843,ko01120
K00198,8845,ko01120
K00198,8844,ko01120
K00196,8843,ko01120
K00196,8845,ko01120
K00196,8844,ko01120
K03518,8843,ko01120
K03518,8845,ko01120
K03518,8844,ko01120
K03519,8843,ko01120
K03519,8845,ko01120
K03519,8844,ko01120
K03520,8843,ko01120
K03520,8845,ko01120
K03520,8844,ko01120
K14138,8843,ko01120
K14138,8845,ko01120
K14138,8844,ko01120
K00190,8843,ko01120
K00190,8845,ko01120
K00190,8844,ko01120
K00193,8843,ko01120
K00193,8845,ko01120
K00193,8844,ko01120
K00197,8843,ko01120
K00197,8845,ko01120
K00197,8844,ko01120
K18366,8853,ko01120
K18366,8852,ko01120
K04480,8041,ko01120
K04480,8042,ko01120
K14080,8041,ko01120
K14080,8042,ko01120
K14081,8041,ko01120
K14081,8042,ko01120
K00600,8030,ko01120
K00600,8029,ko01120
K00517,7530,ko01120
K00517,7529,ko01120
K00517,7531,ko01120
K00517,7532,ko01120
K14083,8050,ko01120
K14083,8049,ko01120
K14084,8050,ko01120
K14084,8049,ko01120
K14082,8050,ko01120
K14082,8049,ko01120
K18028,8820,ko01120
K18028,8821,ko01120
K15357,8819,ko01120
K15357,8818,ko01120
K03384,8269,ko01120
K03384,8268,ko01120
K03381,8266,ko01120
K03381,8267,ko01120
K01860,8265,ko01120
K01860,8264,ko01120
K01061,8262,ko01120
K01061,8263,ko01120
K00217,8260,ko01120
K00217,8261,ko01120
K18090,8230,ko01120
K18090,8231,ko01120
K18089,8230,ko01120
K18089,8231,ko01120
K03268,8230,ko01120
K03268,8231,ko01120
K16268,8230,ko01120
K16268,8231,ko01120
K00539,8227,ko01120
K00539,8226,ko01120
K00539,8229,ko01120
K00539,8228,ko01120
K14578,8277,ko01120
K14578,8276,ko01120
K14581,8277,ko01120
K14581,8276,ko01120
K14580,8277,ko01120
K14580,8276,ko01120
K14579,8277,ko01120
K14579,8276,ko01120
K03384,8285,ko01120
K03384,8284,ko01120
K14582,8273,ko01120
K14582,8272,ko01120
K03384,8274,ko01120
K03384,8275,ko01120
K14582,8279,ko01120
K14582,8278,ko01120
K03384,8304,ko01120
K03384,8305,ko01120
K03384,8281,ko01120
K03384,8280,ko01120
K03384,8283,ko01120
K03384,8282,ko01120
K01860,8306,ko01120
K01860,8307,ko01120
K01860,8309,ko01120
K01860,8308,ko01120
K01061,8310,ko01120
K01061,8311,ko01120
K01860,8312,ko01120
K01860,8313,ko01120
K01061,8314,ko01120
K01061,8315,ko01120
K00217,8317,ko01120
K00217,8316,ko01120
K00217,8318,ko01120
K00217,8319,ko01120
K18253,8439,ko01120
K18253,8438,ko01120
K18254,8439,ko01120
K18254,8438,ko01120
K18251,8439,ko01120
K18251,8438,ko01120
K18252,8439,ko01120
K18252,8438,ko01120
K18255,8441,ko01120
K18255,8440,ko01120
K01856,8303,ko01120
K01856,8302,ko01120
K19066,7477,ko01120
K19066,7478,ko01120
K15064,8584,ko01120
K15064,8585,ko01120
K15066,7878,ko01120
K15066,7879,ko01120
K15065,8582,ko01120
K15065,8583,ko01120
K04101,8582,ko01120
K04101,8583,ko01120
K04100,8582,ko01120
K04100,8583,ko01120
K15060,8581,ko01120
K15060,8580,ko01120
K15061,8578,ko01120
K15061,8579,ko01120
K15062,8576,ko01120
K15062,8577,ko01120
K15063,8575,ko01120
K15063,8574,ko01120
K18593,8620,ko01120
K18593,8619,ko01120
K14467,8620,ko01120
K14467,8619,ko01120
K18861,8620,ko01120
K18861,8619,ko01120
K14466,8620,ko01120
K14466,8619,ko01120
K18601,8621,ko01120
K18601,8622,ko01120
K15038,8621,ko01120
K15038,8622,ko01120
K15017,8621,ko01120
K15017,8622,ko01120
K14465,8615,ko01120
K14465,8616,ko01120
K18602,8615,ko01120
K18602,8616,ko01120
K09709,8637,ko01120
K09709,8638,ko01120
K14470,8636,ko01120
K14470,8635,ko01120
K15018,8629,ko01120
K15018,8630,ko01120
K18594,8629,ko01120
K18594,8630,ko01120
K14468,8628,ko01120
K14468,8627,ko01120
K15039,8628,ko01120
K15039,8627,ko01120
K14446,8606,ko01120
K14446,8607,ko01120
K14447,8608,ko01120
K14447,8609,ko01120
K14448,8610,ko01120
K14448,8611,ko01120
K11781,8840,ko01120
K11781,8842,ko01120
K11781,8841,ko01120
K11780,8840,ko01120
K11780,8842,ko01120
K11780,8841,ko01120
K14941,8663,ko01120
K14941,8664,ko01120
K11212,8670,ko01120
K11212,8671,ko01120
K11212,8669,ko01120
K12234,8666,ko01120
K12234,8665,ko01120
K12234,8668,ko01120
K12234,8667,ko01120
K14940,8672,ko01120
K14940,8673,ko01120
K18030,8825,ko01120
K18030,8824,ko01120
K18029,8825,ko01120
K18029,8824,ko01120
K04101,7876,ko01120
K04101,7877,ko01120
K04099,7876,ko01120
K04099,7877,ko01120
K04100,7876,ko01120
K04100,7877,ko01120
K16793,8813,ko01120
K16793,8814,ko01120
K16792,8813,ko01120
K16792,8814,ko01120
K08094,8846,ko01120
K08094,8847,ko01120
K13831,8846,ko01120
K13831,8847,ko01120
K05523,8829,ko01120
K05523,8828,ko01120
K18881,8829,ko01120
K18881,8828,ko01120
K16047,8716,ko01120
K16047,8715,ko01120
K02618,8688,ko01120
K02618,8687,ko01120
K02618,8686,ko01120
K02618,8685,ko01120
K15866,8683,ko01120
K15866,8684,ko01120
K02610,8682,ko01120
K02610,8681,ko01120
K02611,8682,ko01120
K02611,8681,ko01120
K02612,8682,ko01120
K02612,8681,ko01120
K02609,8682,ko01120
K02609,8681,ko01120
K02613,8682,ko01120
K02613,8681,ko01120
K02615,8690,ko01120
K02615,8689,ko01120
K15866,8690,ko01120
K15866,8689,ko01120
K15983,8717,ko01120
K15983,8718,ko01120
K15982,8717,ko01120
K15982,8718,ko01120
K05898,8720,ko01120
K05898,8719,ko01120
K00010,8711,ko01120
K00010,8712,ko01120
K06606,8710,ko01120
K06606,8709,ko01120
K16044,8707,ko01120
K16044,8708,ko01120
K16043,8707,ko01120
K16043,8708,ko01120
K01822,8724,ko01120
K01822,8723,ko01120
K05296,8729,ko01120
K05296,8730,ko01120
K05296,8726,ko01120
K05296,8725,ko01120
K05606,8732,ko01120
K05606,8731,ko01120
K16176,8739,ko01120
K16176,8740,ko01120
K16177,8739,ko01120
K16177,8740,ko01120
K14082,8739,ko01120
K14082,8740,ko01120
K16179,8741,ko01120
K16179,8742,ko01120
K14082,8741,ko01120
K14082,8742,ko01120
K16178,8741,ko01120
K16178,8742,ko01120
K16180,8744,ko01120
K16180,8743,ko01120
K16181,8747,ko01120
K16181,8748,ko01120
K16181,8749,ko01120
K16182,8745,ko01120
K16182,8746,ko01120
K16243,8751,ko01120
K16243,8750,ko01120
K16244,8751,ko01120
K16244,8750,ko01120
K16242,8751,ko01120
K16242,8750,ko01120
K16245,8751,ko01120
K16245,8750,ko01120
K16246,8751,ko01120
K16246,8750,ko01120
K16249,8751,ko01120
K16249,8750,ko01120
K16244,8753,ko01120
K16244,8752,ko01120
K16242,8753,ko01120
K16242,8752,ko01120
K16245,8753,ko01120
K16245,8752,ko01120
K16243,8753,ko01120
K16243,8752,ko01120
K16246,8753,ko01120
K16246,8752,ko01120
K16249,8753,ko01120
K16249,8752,ko01120
K03894,8361,ko01120
K03894,8360,ko01120
K03895,8755,ko01120
K03895,8754,ko01120
K19190,8933,ko01120
K19190,8932,ko01120
K01714,8344,ko01120
K01714,8345,ko01120
K08354,8780,ko01120
K08354,8779,ko01120
K08353,8780,ko01120
K08353,8779,ko01120
K08352,8780,ko01120
K08352,8779,ko01120
K17224,8805,ko01120
K17224,8806,ko01120
K17225,8805,ko01120
K17225,8806,ko01120
K08738,8805,ko01120
K08738,8806,ko01120
K17227,8805,ko01120
K17227,8806,ko01120
K17223,8805,ko01120
K17223,8806,ko01120
K17222,8805,ko01120
K17222,8806,ko01120
K17226,8805,ko01120
K17226,8806,ko01120
K10535,8694,ko01120
K10535,8693,ko01120
K16880,8917,ko01120
K16880,8916,ko01120
K16873,8922,ko01120
K16873,8923,ko01120
K16874,8927,ko01120
K16874,8926,ko01120
K16875,8927,ko01120
K16875,8926,ko01120
K16873,8924,ko01120
K16873,8925,ko01120
K16873,8931,ko01120
K16873,8930,ko01120
K16792,8848,ko01120
K16792,8849,ko01120
K16793,8848,ko01120
K16793,8849,ko01120
K16792,8801,ko01120
K16792,8802,ko01120
K16793,8801,ko01120
K16793,8802,ko01120
K16793,8800,ko01120
K16793,8799,ko01120
K16792,8800,ko01120
K16792,8799,ko01120
K16792,8850,ko01120
K16792,8851,ko01120
K16793,8850,ko01120
K16793,8851,ko01120
K16792,8794,ko01120
K16792,8793,ko01120
K16793,8794,ko01120
K16793,8793,ko01120
K16793,8792,ko01120
K16793,8791,ko01120
K16792,8792,ko01120
K16792,8791,ko01120
K17466,8788,ko01120
K17466,8787,ko01120
K17464,8788,ko01120
K17464,8787,ko01120
K17465,8788,ko01120
K17465,8787,ko01120
K17467,8788,ko01120
K17467,8787,ko01120
K17468,8786,ko01120
K17468,8785,ko01120
K11395,8838,ko01120
K11395,8837,ko01120
K11395,8839,ko01120
K18127,8838,ko01120
K18127,8837,ko01120
K18127,8839,ko01120
K07046,8863,ko01120
K07046,8862,ko01120
K18335,8858,ko01120
K18335,8859,ko01120
K18336,8856,ko01120
K18336,8857,ko01120
K18312,7950,ko01120
K18312,7949,ko01120
K14534,8617,ko01120
K14534,8618,ko01120
K16873,8929,ko01120
K16873,8928,ko01120
K01662,1412,ko01130
K01662,1413,ko01130
K01662,1414,ko01130
K01681,1415,ko01130
K01682,1415,ko01130
K01681,1416,ko01130
K01682,1416,ko01130
K13832,1417,ko01130
K13830,1417,ko01130
K05358,1417,ko01130
K00014,1417,ko01130
K05887,1417,ko01130
K13832,1418,ko01130
K13830,1418,ko01130
K05358,1418,ko01130
K00014,1418,ko01130
K05887,1418,ko01130
K13830,1419,ko01130
K13832,1419,ko01130
K03786,1419,ko01130
K03785,1419,ko01130
K13830,1420,ko01130
K13832,1420,ko01130
K03786,1420,ko01130
K03785,1420,ko01130
K13829,1421,ko01130
K01735,1421,ko01130
K13830,1421,ko01130
K13829,1422,ko01130
K01735,1422,ko01130
K13830,1422,ko01130
K00626,1423,ko01130
K00626,1424,ko01130
K01714,1425,ko01130
K01714,1426,ko01130
K13853,1427,ko01130
K01626,1427,ko01130
K03856,1427,ko01130
K13853,1428,ko01130
K01626,1428,ko01130
K03856,1428,ko01130
K13853,1429,ko01130
K01626,1429,ko01130
K03856,1429,ko01130
K01835,1430,ko01130
K15779,1430,ko01130
K15778,1430,ko01130
K01835,1431,ko01130
K15779,1431,ko01130
K15778,1431,ko01130
K00918,1432,ko01130
K00844,1432,ko01130
K00886,1432,ko01130
K08074,1432,ko01130
K00845,1432,ko01130
K00918,1433,ko01130
K00844,1433,ko01130
K00886,1433,ko01130
K08074,1433,ko01130
K00845,1433,ko01130
K01785,1434,ko01130
K01785,1435,ko01130
K00844,1436,ko01130
K00918,1436,ko01130
K00886,1436,ko01130
K00845,1436,ko01130
K08074,1436,ko01130
K00844,1437,ko01130
K00918,1437,ko01130
K00886,1437,ko01130
K00845,1437,ko01130
K08074,1437,ko01130
K01803,1438,ko01130
K01803,1439,ko01130
K00116,1440,ko01130
K00024,1440,ko01130
K00025,1440,ko01130
K00026,1440,ko01130
K00116,1441,ko01130
K00024,1441,ko01130
K00025,1441,ko01130
K00026,1441,ko01130
K00117,1442,ko01130
K18124,1442,ko01130
K00115,1442,ko01130
K18125,1442,ko01130
K00117,1443,ko01130
K18124,1443,ko01130
K00115,1443,ko01130
K18125,1443,ko01130
K01053,1444,ko01130
K01053,1445,ko01130
K11175,1446,ko01130
K00601,1446,ko01130
K11787,1446,ko01130
K08289,1446,ko01130
K11175,1447,ko01130
K00601,1447,ko01130
K11787,1447,ko01130
K08289,1447,ko01130
K13713,1448,ko01130
K11787,1448,ko01130
K11788,1448,ko01130
K01945,1448,ko01130
K13713,1449,ko01130
K11787,1449,ko01130
K11788,1449,ko01130
K01945,1449,ko01130
K00764,1450,ko01130
K00764,1451,ko01130
K00099,1452,ko01130
K00099,1453,ko01130
K01641,1454,ko01130
K01641,1455,ko01130
K01641,1456,ko01130
K00133,1457,ko01130
K00133,1458,ko01130
K12526,1459,ko01130
K12525,1459,ko01130
K12524,1459,ko01130
K00928,1459,ko01130
K12526,1460,ko01130
K12525,1460,ko01130
K12524,1460,ko01130
K00928,1460,ko01130
K14455,1461,ko01130
K14454,1461,ko01130
K00812,1461,ko01130
K00811,1461,ko01130
K00813,1461,ko01130
K11358,1461,ko01130
K14455,1462,ko01130
K14454,1462,ko01130
K00812,1462,ko01130
K00811,1462,ko01130
K00813,1462,ko01130
K11358,1462,ko01130
K00851,1463,ko01130
K00851,1464,ko01130
K00948,1465,ko01130
K00948,1466,ko01130
K01808,1467,ko01130
K01807,1467,ko01130
K01808,1468,ko01130
K01807,1468,ko01130
K00615,1469,ko01130
K00615,1470,ko01130
K00615,1471,ko01130
K00615,1472,ko01130
K00616,1473,ko01130
K13810,1473,ko01130
K00616,1474,ko01130
K13810,1474,ko01130
K00616,1475,ko01130
K13810,1475,ko01130
K00616,1476,ko01130
K13810,1476,ko01130
K06859,1477,ko01130
K01810,1477,ko01130
K15916,1477,ko01130
K13810,1477,ko01130
K06859,1478,ko01130
K01810,1478,ko01130
K15916,1478,ko01130
K13810,1478,ko01130
K00615,1479,ko01130
K00615,1480,ko01130
K00615,1481,ko01130
K00615,1482,ko01130
K01783,1483,ko01130
K01783,1484,ko01130
K00033,1485,ko01130
K00033,1486,ko01130
K07404,1487,ko01130
K01057,1487,ko01130
K07404,1488,ko01130
K01057,1488,ko01130
K19243,1489,ko01130
K00036,1489,ko01130
K19243,1490,ko01130
K00036,1490,ko01130
K01810,1491,ko01130
K06859,1491,ko01130
K01792,1491,ko01130
K13810,1491,ko01130
K15916,1491,ko01130
K01810,1492,ko01130
K06859,1492,ko01130
K01792,1492,ko01130
K13810,1492,ko01130
K15916,1492,ko01130
K13810,1493,ko01130
K01810,1493,ko01130
K15916,1493,ko01130
K06859,1493,ko01130
K13810,1494,ko01130
K01810,1494,ko01130
K15916,1494,ko01130
K06859,1494,ko01130
K11532,1495,ko01130
K04041,1495,ko01130
K02446,1495,ko01130
K01086,1495,ko01130
K01622,1495,ko01130
K16370,1495,ko01130
K00918,1495,ko01130
K03841,1495,ko01130
K00850,1495,ko01130
K11532,1496,ko01130
K04041,1496,ko01130
K02446,1496,ko01130
K01086,1496,ko01130
K01622,1496,ko01130
K16370,1496,ko01130
K00918,1496,ko01130
K03841,1496,ko01130
K00850,1496,ko01130
K16306,1497,ko01130
K01622,1497,ko01130
K11645,1497,ko01130
K01623,1497,ko01130
K16305,1497,ko01130
K01624,1497,ko01130
K16306,1498,ko01130
K01622,1498,ko01130
K11645,1498,ko01130
K01623,1498,ko01130
K16305,1498,ko01130
K01624,1498,ko01130
K16306,1499,ko01130
K01622,1499,ko01130
K11645,1499,ko01130
K01623,1499,ko01130
K16305,1499,ko01130
K01624,1499,ko01130
K00134,1500,ko01130
K00150,1500,ko01130
K00134,1501,ko01130
K00150,1501,ko01130
K00927,1502,ko01130
K00927,1503,ko01130
K01834,1504,ko01130
K15634,1504,ko01130
K01837,1504,ko01130
K15635,1504,ko01130
K15633,1504,ko01130
K01834,1505,ko01130
K15634,1505,ko01130
K01837,1505,ko01130
K15635,1505,ko01130
K15633,1505,ko01130
K01610,1506,ko01130
K01596,1506,ko01130
K01610,1507,ko01130
K01596,1507,ko01130
K00002,1508,ko01130
K00121,1508,ko01130
K04072,1508,ko01130
K13953,1508,ko01130
K00001,1508,ko01130
K00114,1508,ko01130
K13954,1508,ko01130
K14028,1508,ko01130
K14029,1508,ko01130
K04022,1508,ko01130
K00002,1509,ko01130
K00121,1509,ko01130
K04072,1509,ko01130
K13953,1509,ko01130
K00001,1509,ko01130
K00114,1509,ko01130
K13954,1509,ko01130
K14028,1509,ko01130
K14029,1509,ko01130
K04022,1509,ko01130
K00149,1510,ko01130
K00128,1510,ko01130
K14085,1510,ko01130
K00149,1511,ko01130
K00128,1511,ko01130
K14085,1511,ko01130
K00016,1512,ko01130
K00016,1513,ko01130
K01689,1514,ko01130
K01689,1515,ko01130
K00940,1516,ko01130
K00873,1516,ko01130
K00940,1517,ko01130
K00873,1517,ko01130
K01647,1518,ko01130
K15231,1518,ko01130
K01648,1518,ko01130
K15230,1518,ko01130
K01647,1519,ko01130
K15231,1519,ko01130
K01648,1519,ko01130
K15230,1519,ko01130
K01647,1520,ko01130
K15231,1520,ko01130
K01648,1520,ko01130
K15230,1520,ko01130
K00031,1521,ko01130
K00031,1522,ko01130
K00031,1523,ko01130
K00031,1524,ko01130
K01676,1525,ko01130
K01678,1525,ko01130
K01679,1525,ko01130
K01677,1525,ko01130
K01676,1526,ko01130
K01678,1526,ko01130
K01679,1526,ko01130
K01677,1526,ko01130
K18118,1527,ko01130
K01899,1527,ko01130
K01902,1527,ko01130
K01903,1527,ko01130
K01900,1527,ko01130
K18118,1528,ko01130
K01899,1528,ko01130
K01902,1528,ko01130
K01903,1528,ko01130
K01900,1528,ko01130
K00245,1529,ko01130
K00236,1529,ko01130
K00237,1529,ko01130
K00234,1529,ko01130
K00242,1529,ko01130
K00244,1529,ko01130
K00239,1529,ko01130
K00246,1529,ko01130
K00247,1529,ko01130
K00241,1529,ko01130
K00235,1529,ko01130
K00240,1529,ko01130
K00245,1530,ko01130
K00236,1530,ko01130
K00237,1530,ko01130
K00234,1530,ko01130
K00242,1530,ko01130
K00244,1530,ko01130
K00239,1530,ko01130
K00246,1530,ko01130
K00247,1530,ko01130
K00241,1530,ko01130
K00235,1530,ko01130
K00240,1530,ko01130
K00030,1531,ko01130
K00030,1532,ko01130
K01682,1533,ko01130
K01681,1533,ko01130
K01682,1534,ko01130
K01681,1534,ko01130
K00266,1535,ko01130
K00264,1535,ko01130
K00265,1535,ko01130
K00266,1536,ko01130
K00264,1536,ko01130
K00265,1536,ko01130
K00600,1537,ko01130
K00600,1538,ko01130
K17989,1539,ko01130
K01754,1539,ko01130
K01752,1539,ko01130
K17989,1540,ko01130
K01754,1540,ko01130
K01752,1540,ko01130
K04781,1541,ko01130
K04782,1541,ko01130
K04781,1542,ko01130
K04782,1542,ko01130
K00216,1543,ko01130
K00216,1544,ko01130
K01252,1545,ko01130
K04779,1545,ko01130
K05993,1545,ko01130
K04777,1545,ko01130
K01252,1546,ko01130
K04779,1546,ko01130
K05993,1546,ko01130
K04777,1546,ko01130
K07508,1547,ko01130
K07513,1547,ko01130
K07509,1547,ko01130
K00632,1547,ko01130
K07508,1548,ko01130
K07513,1548,ko01130
K07509,1548,ko01130
K00632,1548,ko01130
K09483,1549,ko01130
K15652,1549,ko01130
K09483,1550,ko01130
K15652,1550,ko01130
K01895,1551,ko01130
K01895,1552,ko01130
K00282,1553,ko01130
K00283,1553,ko01130
K00382,1553,ko01130
K02437,1553,ko01130
K00281,1553,ko01130
K00605,1553,ko01130
K00282,1554,ko01130
K00283,1554,ko01130
K00382,1554,ko01130
K02437,1554,ko01130
K00281,1554,ko01130
K00605,1554,ko01130
K00830,1555,ko01130
K00830,1556,ko01130
K00830,1557,ko01130
K00830,1558,ko01130
K15918,1559,ko01130
K00865,1559,ko01130
K15788,1559,ko01130
K15918,1560,ko01130
K00865,1560,ko01130
K15788,1560,ko01130
K15893,1561,ko01130
K00018,1561,ko01130
K15919,1561,ko01130
K15893,1562,ko01130
K00018,1562,ko01130
K15919,1562,ko01130
K14272,1563,ko01130
K14272,1564,ko01130
K14272,1565,ko01130
K14272,1566,ko01130
K03781,1567,ko01130
K03781,1568,ko01130
K11472,1569,ko01130
K00104,1569,ko01130
K11517,1569,ko01130
K11473,1569,ko01130
K11472,1570,ko01130
K00104,1570,ko01130
K11517,1570,ko01130
K11473,1570,ko01130
K11472,1571,ko01130
K00104,1571,ko01130
K11517,1571,ko01130
K11473,1571,ko01130
K11472,1572,ko01130
K00104,1572,ko01130
K11517,1572,ko01130
K11473,1572,ko01130
K01091,1573,ko01130
K19269,1573,ko01130
K01091,1574,ko01130
K19269,1574,ko01130
K01062,1575,ko01130
K01061,1575,ko01130
K01062,1576,ko01130
K01061,1576,ko01130
K01062,1577,ko01130
K01061,1577,ko01130
K16305,1578,ko01130
K16305,1579,ko01130
K16306,1580,ko01130
K16306,1581,ko01130
K16306,1582,ko01130
K11646,1583,ko01130
K11646,1584,ko01130
K13787,1585,ko01130
K00787,1585,ko01130
K00804,1585,ko01130
K00795,1585,ko01130
K14066,1585,ko01130
K13789,1585,ko01130
K13787,1586,ko01130
K00787,1586,ko01130
K00804,1586,ko01130
K00795,1586,ko01130
K14066,1586,ko01130
K13789,1586,ko01130
K13787,1587,ko01130
K00787,1587,ko01130
K00804,1587,ko01130
K00795,1587,ko01130
K14066,1587,ko01130
K13789,1587,ko01130
K13787,1588,ko01130
K13789,1588,ko01130
K00804,1588,ko01130
K00787,1588,ko01130
K00795,1588,ko01130
K13787,1589,ko01130
K13789,1589,ko01130
K00804,1589,ko01130
K00787,1589,ko01130
K00795,1589,ko01130
K13787,1590,ko01130
K13789,1590,ko01130
K00804,1590,ko01130
K00787,1590,ko01130
K00795,1590,ko01130
K13789,1591,ko01130
K00804,1591,ko01130
K13787,1591,ko01130
K13789,1592,ko01130
K00804,1592,ko01130
K13787,1592,ko01130
K13789,1593,ko01130
K00804,1593,ko01130
K13787,1593,ko01130
K03527,1594,ko01130
K03527,1595,ko01130
K03527,1596,ko01130
K03527,1597,ko01130
K03526,1598,ko01130
K03526,1599,ko01130
K01597,1600,ko01130
K01597,1601,ko01130
K01823,1602,ko01130
K01823,1603,ko01130
K12506,1604,ko01130
K01770,1604,ko01130
K12506,1605,ko01130
K01770,1605,ko01130
K00919,1606,ko01130
K00919,1607,ko01130
K00991,1608,ko01130
K12509,1608,ko01130
K00991,1609,ko01130
K12509,1609,ko01130
K00938,1610,ko01130
K00938,1611,ko01130
K00869,1612,ko01130
K00869,1613,ko01130
K00021,1614,ko01130
K00054,1614,ko01130
K00021,1615,ko01130
K00054,1615,ko01130
K06981,1616,ko01130
K06981,1617,ko01130
K17942,1618,ko01130
K17942,1619,ko01130
K18690,1620,ko01130
K18690,1621,ko01130
K18689,1622,ko01130
K18689,1623,ko01130
K01736,1624,ko01130
K01736,1625,ko01130
K00800,1626,ko01130
K13830,1626,ko01130
K00800,1627,ko01130
K13830,1627,ko01130
K13830,1628,ko01130
K13829,1628,ko01130
K00891,1628,ko01130
K13830,1629,ko01130
K13829,1629,ko01130
K00891,1629,ko01130
K14170,1630,ko01130
K05359,1630,ko01130
K04518,1630,ko01130
K01713,1630,ko01130
K14170,1631,ko01130
K05359,1631,ko01130
K04518,1631,ko01130
K01713,1631,ko01130
K14455,1632,ko01130
K14454,1632,ko01130
K00270,1632,ko01130
K00811,1632,ko01130
K00813,1632,ko01130
K11358,1632,ko01130
K00812,1632,ko01130
K00832,1632,ko01130
K00838,1632,ko01130
K00815,1632,ko01130
K00817,1632,ko01130
K05821,1632,ko01130
K14455,1633,ko01130
K14454,1633,ko01130
K00270,1633,ko01130
K00811,1633,ko01130
K00813,1633,ko01130
K11358,1633,ko01130
K00812,1633,ko01130
K00832,1633,ko01130
K00838,1633,ko01130
K00815,1633,ko01130
K00817,1633,ko01130
K05821,1633,ko01130
K01850,1634,ko01130
K14187,1634,ko01130
K06208,1634,ko01130
K04092,1634,ko01130
K14170,1634,ko01130
K04516,1634,ko01130
K04093,1634,ko01130
K13853,1634,ko01130
K06209,1634,ko01130
K01850,1635,ko01130
K14187,1635,ko01130
K06208,1635,ko01130
K04092,1635,ko01130
K14170,1635,ko01130
K04516,1635,ko01130
K04093,1635,ko01130
K13853,1635,ko01130
K06209,1635,ko01130
K01581,1636,ko01130
K01581,1637,ko01130
K13253,1638,ko01130
K00491,1638,ko01130
K01478,1638,ko01130
K13427,1638,ko01130
K13253,1639,ko01130
K00491,1639,ko01130
K01478,1639,ko01130
K13427,1639,ko01130
K00611,1640,ko01130
K00611,1641,ko01130
K01476,1642,ko01130
K01476,1643,ko01130
K18318,1644,ko01130
K13821,1644,ko01130
K18319,1644,ko01130
K00318,1644,ko01130
K00286,1644,ko01130
K18318,1645,ko01130
K13821,1645,ko01130
K18319,1645,ko01130
K00318,1645,ko01130
K00286,1645,ko01130
K00819,1646,ko01130
K00819,1647,ko01130
K01750,1648,ko01130
K01750,1649,ko01130
K14681,1650,ko01130
K01755,1650,ko01130
K14681,1651,ko01130
K01755,1651,ko01130
K14681,1652,ko01130
K01755,1652,ko01130
K01940,1653,ko01130
K01940,1654,ko01130
K01940,1655,ko01130
K00618,1656,ko01130
K14681,1656,ko01130
K00619,1656,ko01130
K00620,1656,ko01130
K14682,1656,ko01130
K00618,1657,ko01130
K14681,1657,ko01130
K00619,1657,ko01130
K00620,1657,ko01130
K14682,1657,ko01130
K00930,1658,ko01130
K12659,1658,ko01130
K00930,1659,ko01130
K12659,1659,ko01130
K12659,1660,ko01130
K00145,1660,ko01130
K12659,1661,ko01130
K00145,1661,ko01130
K00821,1662,ko01130
K05830,1662,ko01130
K00818,1662,ko01130
K00821,1663,ko01130
K05830,1663,ko01130
K00818,1663,ko01130
K00620,1664,ko01130
K01438,1664,ko01130
K14677,1664,ko01130
K00620,1665,ko01130
K01438,1665,ko01130
K14677,1665,ko01130
K00826,1666,ko01130
K00271,1666,ko01130
K14260,1666,ko01130
K00835,1666,ko01130
K00263,1666,ko01130
K00826,1667,ko01130
K00271,1667,ko01130
K14260,1667,ko01130
K00835,1667,ko01130
K00263,1667,ko01130
K01687,1668,ko01130
K01687,1669,ko01130
K00053,1670,ko01130
K00053,1671,ko01130
K00053,1672,ko01130
K00053,1673,ko01130
K01653,1674,ko01130
K01652,1674,ko01130
K11258,1674,ko01130
